,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-08-26
1,WALTON,5,2020-08-26
2,VOLUSIA,81,2020-08-26
3,UNION,8,2020-08-26
4,TAYLOR,0,2020-08-26
5,SUWANNEE,0,2020-08-26
6,SUMTER,17,2020-08-26
7,ST. LUCIE,87,2020-08-26
8,ST. JOHNS,14,2020-08-26
9,SEMINOLE,79,2020-08-26
10,SARASOTA,51,2020-08-26
11,SANTA ROSA,19,2020-08-26
12,PUTNAM,7,2020-08-26
13,POLK,153,2020-08-26
14,PINELLAS,136,2020-08-26
15,PASCO,47,2020-08-26
16,PALM BEACH,253,2020-08-26
17,OSCEOLA,82,2020-08-26
18,ORANGE,208,2020-08-26
19,OKEECHOBEE,11,2020-08-26
20,OKALOOSA,32,2020-08-26
21,NASSAU,7,2020-08-26
22,MONROE,1,2020-08-26
23,MIAMI-DADE,803,2020-08-26
24,MARTIN,20,2020-08-26
25,MARION,102,2020-08-26
26,MANATEE,29,2020-08-26
27,MADISON,0,2020-08-26
28,LEON,80,2020-08-26
29,LEE,127,2020-08-26
30,LAKE,72,2020-08-26
31,JACKSON,15,2020-08-26
32,INDIAN RIVER,11,2020-08-26
33,HOLMES,4,2020-08-26
34,HILLSBOROUGH,210,2020-08-26
35,HIGHLANDS,24,2020-08-26
36,HERNANDO,26,2020-08-26
37,HENDRY,2,2020-08-26
38,HARDEE,0,2020-08-26
39,GULF,0,2020-08-26
40,GADSDEN,165,2020-08-26
41,FRANKLIN,0,2020-08-26
42,FLAGLER,6,2020-08-26
43,ESCAMBIA,120,2020-08-26
44,DUVAL,252,2020-08-26
45,DESOTO,2,2020-08-26
46,COLUMBIA,24,2020-08-26
47,COLLIER,63,2020-08-26
48,CLAY,49,2020-08-26
49,CITRUS,32,2020-08-26
50,CHARLOTTE,42,2020-08-26
51,CALHOUN,1,2020-08-26
52,BROWARD,559,2020-08-26
53,BREVARD,95,2020-08-26
54,BRADFORD,0,2020-08-26
55,BAY,62,2020-08-26
56,BAKER,2,2020-08-26
57,ALACHUA,100,2020-08-26
