,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-11-02
1,WALTON,9,2020-11-02
2,VOLUSIA,55,2020-11-02
3,UNION,8,2020-11-02
4,TAYLOR,0,2020-11-02
5,SUWANNEE,0,2020-11-02
6,SUMTER,12,2020-11-02
7,ST. LUCIE,52,2020-11-02
8,ST. JOHNS,9,2020-11-02
9,SEMINOLE,42,2020-11-02
10,SARASOTA,53,2020-11-02
11,SANTA ROSA,5,2020-11-02
12,PUTNAM,6,2020-11-02
13,POLK,86,2020-11-02
14,PINELLAS,127,2020-11-02
15,PASCO,63,2020-11-02
16,PALM BEACH,153,2020-11-02
17,OSCEOLA,72,2020-11-02
18,ORANGE,149,2020-11-02
19,OKEECHOBEE,3,2020-11-02
20,OKALOOSA,29,2020-11-02
21,NASSAU,1,2020-11-02
22,MONROE,3,2020-11-02
23,MIAMI-DADE,332,2020-11-02
24,MARTIN,5,2020-11-02
25,MARION,27,2020-11-02
26,MANATEE,25,2020-11-02
27,MADISON,0,2020-11-02
28,LEON,45,2020-11-02
29,LEE,64,2020-11-02
30,LAKE,33,2020-11-02
31,JACKSON,10,2020-11-02
32,INDIAN RIVER,8,2020-11-02
33,HOLMES,1,2020-11-02
34,HILLSBOROUGH,174,2020-11-02
35,HIGHLANDS,34,2020-11-02
36,HERNANDO,28,2020-11-02
37,HENDRY,1,2020-11-02
38,HARDEE,0,2020-11-02
39,GULF,1,2020-11-02
40,GADSDEN,0,2020-11-02
41,FRANKLIN,0,2020-11-02
42,FLAGLER,7,2020-11-02
43,ESCAMBIA,49,2020-11-02
44,DUVAL,135,2020-11-02
45,DESOTO,1,2020-11-02
46,COLUMBIA,18,2020-11-02
47,COLLIER,48,2020-11-02
48,CLAY,30,2020-11-02
49,CITRUS,23,2020-11-02
50,CHARLOTTE,40,2020-11-02
51,CALHOUN,0,2020-11-02
52,BROWARD,239,2020-11-02
53,BREVARD,67,2020-11-02
54,BRADFORD,0,2020-11-02
55,BAY,18,2020-11-02
56,BAKER,3,2020-11-02
57,ALACHUA,69,2020-11-02
