,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-11-07
1,WALTON,12,2020-11-07
2,VOLUSIA,61,2020-11-07
3,UNION,4,2020-11-07
4,TAYLOR,5,2020-11-07
5,SUWANNEE,0,2020-11-07
6,SUMTER,15,2020-11-07
7,ST. LUCIE,41,2020-11-07
8,ST. JOHNS,5,2020-11-07
9,SEMINOLE,52,2020-11-07
10,SARASOTA,68,2020-11-07
11,SANTA ROSA,8,2020-11-07
12,PUTNAM,10,2020-11-07
13,POLK,86,2020-11-07
14,PINELLAS,140,2020-11-07
15,PASCO,83,2020-11-07
16,PALM BEACH,153,2020-11-07
17,OSCEOLA,70,2020-11-07
18,ORANGE,134,2020-11-07
19,OKEECHOBEE,2,2020-11-07
20,OKALOOSA,42,2020-11-07
21,NASSAU,2,2020-11-07
22,MONROE,5,2020-11-07
23,MIAMI-DADE,363,2020-11-07
24,MARTIN,7,2020-11-07
25,MARION,35,2020-11-07
26,MANATEE,31,2020-11-07
27,MADISON,0,2020-11-07
28,LEON,41,2020-11-07
29,LEE,64,2020-11-07
30,LAKE,37,2020-11-07
31,JACKSON,19,2020-11-07
32,INDIAN RIVER,19,2020-11-07
33,HOLMES,1,2020-11-07
34,HILLSBOROUGH,196,2020-11-07
35,HIGHLANDS,33,2020-11-07
36,HERNANDO,34,2020-11-07
37,HENDRY,1,2020-11-07
38,HARDEE,0,2020-11-07
39,GULF,2,2020-11-07
40,GADSDEN,0,2020-11-07
41,FRANKLIN,0,2020-11-07
42,FLAGLER,7,2020-11-07
43,ESCAMBIA,53,2020-11-07
44,DUVAL,165,2020-11-07
45,DESOTO,3,2020-11-07
46,COLUMBIA,10,2020-11-07
47,COLLIER,47,2020-11-07
48,CLAY,33,2020-11-07
49,CITRUS,24,2020-11-07
50,CHARLOTTE,40,2020-11-07
51,CALHOUN,0,2020-11-07
52,BROWARD,285,2020-11-07
53,BREVARD,70,2020-11-07
54,BRADFORD,0,2020-11-07
55,BAY,19,2020-11-07
56,BAKER,0,2020-11-07
57,ALACHUA,69,2020-11-07
