,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-11-09
1,WALTON,13,2020-11-09
2,VOLUSIA,70,2020-11-09
3,UNION,4,2020-11-09
4,TAYLOR,0,2020-11-09
5,SUWANNEE,0,2020-11-09
6,SUMTER,16,2020-11-09
7,ST. LUCIE,41,2020-11-09
8,ST. JOHNS,5,2020-11-09
9,SEMINOLE,56,2020-11-09
10,SARASOTA,62,2020-11-09
11,SANTA ROSA,6,2020-11-09
12,PUTNAM,9,2020-11-09
13,POLK,92,2020-11-09
14,PINELLAS,148,2020-11-09
15,PASCO,98,2020-11-09
16,PALM BEACH,191,2020-11-09
17,OSCEOLA,72,2020-11-09
18,ORANGE,143,2020-11-09
19,OKEECHOBEE,3,2020-11-09
20,OKALOOSA,33,2020-11-09
21,NASSAU,3,2020-11-09
22,MONROE,5,2020-11-09
23,MIAMI-DADE,400,2020-11-09
24,MARTIN,9,2020-11-09
25,MARION,35,2020-11-09
26,MANATEE,35,2020-11-09
27,MADISON,0,2020-11-09
28,LEON,41,2020-11-09
29,LEE,72,2020-11-09
30,LAKE,37,2020-11-09
31,JACKSON,21,2020-11-09
32,INDIAN RIVER,19,2020-11-09
33,HOLMES,1,2020-11-09
34,HILLSBOROUGH,219,2020-11-09
35,HIGHLANDS,56,2020-11-09
36,HERNANDO,35,2020-11-09
37,HENDRY,1,2020-11-09
38,HARDEE,0,2020-11-09
39,GULF,1,2020-11-09
40,GADSDEN,0,2020-11-09
41,FRANKLIN,0,2020-11-09
42,FLAGLER,5,2020-11-09
43,ESCAMBIA,59,2020-11-09
44,DUVAL,162,2020-11-09
45,DESOTO,2,2020-11-09
46,COLUMBIA,10,2020-11-09
47,COLLIER,56,2020-11-09
48,CLAY,35,2020-11-09
49,CITRUS,27,2020-11-09
50,CHARLOTTE,45,2020-11-09
51,CALHOUN,0,2020-11-09
52,BROWARD,277,2020-11-09
53,BREVARD,73,2020-11-09
54,BRADFORD,0,2020-11-09
55,BAY,19,2020-11-09
56,BAKER,1,2020-11-09
57,ALACHUA,71,2020-11-09
