,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-09-11
1,WALTON,5,2020-09-11
2,VOLUSIA,55,2020-09-11
3,UNION,14,2020-09-11
4,TAYLOR,0,2020-09-11
5,SUWANNEE,0,2020-09-11
6,SUMTER,12,2020-09-11
7,ST. LUCIE,56,2020-09-11
8,ST. JOHNS,14,2020-09-11
9,SEMINOLE,36,2020-09-11
10,SARASOTA,43,2020-09-11
11,SANTA ROSA,5,2020-09-11
12,PUTNAM,3,2020-09-11
13,POLK,118,2020-09-11
14,PINELLAS,119,2020-09-11
15,PASCO,21,2020-09-11
16,PALM BEACH,153,2020-09-11
17,OSCEOLA,53,2020-09-11
18,ORANGE,125,2020-09-11
19,OKEECHOBEE,12,2020-09-11
20,OKALOOSA,24,2020-09-11
21,NASSAU,4,2020-09-11
22,MONROE,3,2020-09-11
23,MIAMI-DADE,472,2020-09-11
24,MARTIN,14,2020-09-11
25,MARION,49,2020-09-11
26,MANATEE,19,2020-09-11
27,MADISON,0,2020-09-11
28,LEON,57,2020-09-11
29,LEE,74,2020-09-11
30,LAKE,42,2020-09-11
31,JACKSON,11,2020-09-11
32,INDIAN RIVER,7,2020-09-11
33,HOLMES,0,2020-09-11
34,HILLSBOROUGH,157,2020-09-11
35,HIGHLANDS,29,2020-09-11
36,HERNANDO,18,2020-09-11
37,HENDRY,3,2020-09-11
38,HARDEE,0,2020-09-11
39,GULF,1,2020-09-11
40,GADSDEN,87,2020-09-11
41,FRANKLIN,0,2020-09-11
42,FLAGLER,11,2020-09-11
43,ESCAMBIA,69,2020-09-11
44,DUVAL,155,2020-09-11
45,DESOTO,1,2020-09-11
46,COLUMBIA,13,2020-09-11
47,COLLIER,38,2020-09-11
48,CLAY,36,2020-09-11
49,CITRUS,26,2020-09-11
50,CHARLOTTE,22,2020-09-11
51,CALHOUN,0,2020-09-11
52,BROWARD,313,2020-09-11
53,BREVARD,69,2020-09-11
54,BRADFORD,0,2020-09-11
55,BAY,24,2020-09-11
56,BAKER,34,2020-09-11
57,ALACHUA,91,2020-09-11
