,County,COVID Hospitalizations,Date
0,WASHINGTON,7,2020-08-02
1,WALTON,13,2020-08-02
2,VOLUSIA,140,2020-08-02
3,UNION,0,2020-08-02
4,TAYLOR,0,2020-08-02
5,SUWANNEE,0,2020-08-02
6,SUMTER,34,2020-08-02
7,ST. LUCIE,165,2020-08-02
8,ST. JOHNS,29,2020-08-02
9,SEMINOLE,133,2020-08-02
10,SARASOTA,104,2020-08-02
11,SANTA ROSA,31,2020-08-02
12,PUTNAM,5,2020-08-02
13,POLK,267,2020-08-02
14,PINELLAS,320,2020-08-02
15,PASCO,94,2020-08-02
16,PALM BEACH,521,2020-08-02
17,OSCEOLA,152,2020-08-02
18,ORANGE,433,2020-08-02
19,OKEECHOBEE,12,2020-08-02
20,OKALOOSA,46,2020-08-02
21,NASSAU,1,2020-08-02
22,MONROE,14,2020-08-02
23,MIAMI-DADE,1655,2020-08-02
24,MARTIN,30,2020-08-02
25,MARION,123,2020-08-02
26,MANATEE,101,2020-08-02
27,MADISON,0,2020-08-02
28,LEON,79,2020-08-02
29,LEE,214,2020-08-02
30,LAKE,104,2020-08-02
31,JACKSON,19,2020-08-02
32,INDIAN RIVER,25,2020-08-02
33,HOLMES,1,2020-08-02
34,HILLSBOROUGH,451,2020-08-02
35,HIGHLANDS,60,2020-08-02
36,HERNANDO,61,2020-08-02
37,HENDRY,9,2020-08-02
38,HARDEE,0,2020-08-02
39,GULF,6,2020-08-02
40,GADSDEN,70,2020-08-02
41,FRANKLIN,0,2020-08-02
42,FLAGLER,17,2020-08-02
43,ESCAMBIA,183,2020-08-02
44,DUVAL,438,2020-08-02
45,DESOTO,5,2020-08-02
46,COLUMBIA,25,2020-08-02
47,COLLIER,112,2020-08-02
48,CLAY,77,2020-08-02
49,CITRUS,19,2020-08-02
50,CHARLOTTE,47,2020-08-02
51,CALHOUN,3,2020-08-02
52,BROWARD,1159,2020-08-02
53,BREVARD,110,2020-08-02
54,BRADFORD,0,2020-08-02
55,BAY,87,2020-08-02
56,BAKER,24,2020-08-02
57,ALACHUA,135,2020-08-02
