,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-11-22
1,WALTON,10,2020-11-22
2,VOLUSIA,77,2020-11-22
3,UNION,1,2020-11-22
4,TAYLOR,1,2020-11-22
5,SUWANNEE,0,2020-11-22
6,SUMTER,20,2020-11-22
7,ST. LUCIE,48,2020-11-22
8,ST. JOHNS,12,2020-11-22
9,SEMINOLE,54,2020-11-22
10,SARASOTA,114,2020-11-22
11,SANTA ROSA,13,2020-11-22
12,PUTNAM,9,2020-11-22
13,POLK,112,2020-11-22
14,PINELLAS,157,2020-11-22
15,PASCO,107,2020-11-22
16,PALM BEACH,259,2020-11-22
17,OSCEOLA,95,2020-11-22
18,ORANGE,178,2020-11-22
19,OKEECHOBEE,9,2020-11-22
20,OKALOOSA,38,2020-11-22
21,NASSAU,1,2020-11-22
22,MONROE,7,2020-11-22
23,MIAMI-DADE,515,2020-11-22
24,MARTIN,18,2020-11-22
25,MARION,50,2020-11-22
26,MANATEE,42,2020-11-22
27,MADISON,0,2020-11-22
28,LEON,39,2020-11-22
29,LEE,107,2020-11-22
30,LAKE,45,2020-11-22
31,JACKSON,23,2020-11-22
32,INDIAN RIVER,11,2020-11-22
33,HOLMES,1,2020-11-22
34,HILLSBOROUGH,249,2020-11-22
35,HIGHLANDS,69,2020-11-22
36,HERNANDO,52,2020-11-22
37,HENDRY,1,2020-11-22
38,HARDEE,0,2020-11-22
39,GULF,1,2020-11-22
40,GADSDEN,0,2020-11-22
41,FRANKLIN,0,2020-11-22
42,FLAGLER,9,2020-11-22
43,ESCAMBIA,55,2020-11-22
44,DUVAL,184,2020-11-22
45,DESOTO,20,2020-11-22
46,COLUMBIA,22,2020-11-22
47,COLLIER,76,2020-11-22
48,CLAY,37,2020-11-22
49,CITRUS,64,2020-11-22
50,CHARLOTTE,40,2020-11-22
51,CALHOUN,0,2020-11-22
52,BROWARD,356,2020-11-22
53,BREVARD,79,2020-11-22
54,BRADFORD,0,2020-11-22
55,BAY,30,2020-11-22
56,BAKER,4,2020-11-22
57,ALACHUA,90,2020-11-22
