,County,COVID Hospitalizations,Date
0,WASHINGTON,18,2020-12-05
1,WALTON,7,2020-12-05
2,VOLUSIA,94,2020-12-05
3,UNION,0,2020-12-05
4,TAYLOR,1,2020-12-05
5,SUWANNEE,0,2020-12-05
6,SUMTER,21,2020-12-05
7,ST. LUCIE,60,2020-12-05
8,ST. JOHNS,24,2020-12-05
9,SEMINOLE,64,2020-12-05
10,SARASOTA,137,2020-12-05
11,SANTA ROSA,16,2020-12-05
12,PUTNAM,9,2020-12-05
13,POLK,137,2020-12-05
14,PINELLAS,204,2020-12-05
15,PASCO,122,2020-12-05
16,PALM BEACH,258,2020-12-05
17,OSCEOLA,100,2020-12-05
18,ORANGE,186,2020-12-05
19,OKEECHOBEE,9,2020-12-05
20,OKALOOSA,59,2020-12-05
21,NASSAU,6,2020-12-05
22,MONROE,4,2020-12-05
23,MIAMI-DADE,761,2020-12-05
24,MARTIN,20,2020-12-05
25,MARION,60,2020-12-05
26,MANATEE,57,2020-12-05
27,MADISON,0,2020-12-05
28,LEON,34,2020-12-05
29,LEE,114,2020-12-05
30,LAKE,81,2020-12-05
31,JACKSON,18,2020-12-05
32,INDIAN RIVER,17,2020-12-05
33,HOLMES,3,2020-12-05
34,HILLSBOROUGH,238,2020-12-05
35,HIGHLANDS,63,2020-12-05
36,HERNANDO,52,2020-12-05
37,HENDRY,1,2020-12-05
38,HARDEE,0,2020-12-05
39,GULF,0,2020-12-05
40,GADSDEN,0,2020-12-05
41,FRANKLIN,0,2020-12-05
42,FLAGLER,15,2020-12-05
43,ESCAMBIA,94,2020-12-05
44,DUVAL,224,2020-12-05
45,DESOTO,5,2020-12-05
46,COLUMBIA,17,2020-12-05
47,COLLIER,98,2020-12-05
48,CLAY,48,2020-12-05
49,CITRUS,58,2020-12-05
50,CHARLOTTE,79,2020-12-05
51,CALHOUN,1,2020-12-05
52,BROWARD,441,2020-12-05
53,BREVARD,71,2020-12-05
54,BRADFORD,0,2020-12-05
55,BAY,42,2020-12-05
56,BAKER,2,2020-12-05
57,ALACHUA,93,2020-12-05
