,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-12-22
1,WALTON,19,2020-12-22
2,VOLUSIA,104,2020-12-22
3,UNION,0,2020-12-22
4,TAYLOR,0,2020-12-22
5,SUWANNEE,0,2020-12-22
6,SUMTER,48,2020-12-22
7,ST. LUCIE,103,2020-12-22
8,ST. JOHNS,25,2020-12-22
9,SEMINOLE,82,2020-12-22
10,SARASOTA,136,2020-12-22
11,SANTA ROSA,27,2020-12-22
12,PUTNAM,19,2020-12-22
13,POLK,209,2020-12-22
14,PINELLAS,263,2020-12-22
15,PASCO,157,2020-12-22
16,PALM BEACH,316,2020-12-22
17,OSCEOLA,123,2020-12-22
18,ORANGE,292,2020-12-22
19,OKEECHOBEE,9,2020-12-22
20,OKALOOSA,46,2020-12-22
21,NASSAU,12,2020-12-22
22,MONROE,5,2020-12-22
23,MIAMI-DADE,1002,2020-12-22
24,MARTIN,33,2020-12-22
25,MARION,95,2020-12-22
26,MANATEE,70,2020-12-22
27,MADISON,0,2020-12-22
28,LEON,64,2020-12-22
29,LEE,120,2020-12-22
30,LAKE,128,2020-12-22
31,JACKSON,9,2020-12-22
32,INDIAN RIVER,23,2020-12-22
33,HOLMES,4,2020-12-22
34,HILLSBOROUGH,347,2020-12-22
35,HIGHLANDS,58,2020-12-22
36,HERNANDO,69,2020-12-22
37,HENDRY,3,2020-12-22
38,HARDEE,0,2020-12-22
39,GULF,3,2020-12-22
40,GADSDEN,0,2020-12-22
41,FRANKLIN,0,2020-12-22
42,FLAGLER,13,2020-12-22
43,ESCAMBIA,133,2020-12-22
44,DUVAL,314,2020-12-22
45,DESOTO,8,2020-12-22
46,COLUMBIA,22,2020-12-22
47,COLLIER,82,2020-12-22
48,CLAY,78,2020-12-22
49,CITRUS,43,2020-12-22
50,CHARLOTTE,90,2020-12-22
51,CALHOUN,-1,2020-12-22
52,BROWARD,500,2020-12-22
53,BREVARD,87,2020-12-22
54,BRADFORD,0,2020-12-22
55,BAY,80,2020-12-22
56,BAKER,2,2020-12-22
57,ALACHUA,154,2020-12-22
