,County,COVID Hospitalizations,Date
0,WASHINGTON,0,2020-09-24
1,WALTON,5,2020-09-24
2,VOLUSIA,53,2020-09-24
3,UNION,10,2020-09-24
4,TAYLOR,0,2020-09-24
5,SUWANNEE,0,2020-09-24
6,SUMTER,11,2020-09-24
7,ST. LUCIE,51,2020-09-24
8,ST. JOHNS,14,2020-09-24
9,SEMINOLE,29,2020-09-24
10,SARASOTA,39,2020-09-24
11,SANTA ROSA,1,2020-09-24
12,PUTNAM,7,2020-09-24
13,POLK,92,2020-09-24
14,PINELLAS,103,2020-09-24
15,PASCO,41,2020-09-24
16,PALM BEACH,126,2020-09-24
17,OSCEOLA,63,2020-09-24
18,ORANGE,118,2020-09-24
19,OKEECHOBEE,16,2020-09-24
20,OKALOOSA,14,2020-09-24
21,NASSAU,3,2020-09-24
22,MONROE,2,2020-09-24
23,MIAMI-DADE,281,2020-09-24
24,MARTIN,14,2020-09-24
25,MARION,28,2020-09-24
26,MANATEE,12,2020-09-24
27,MADISON,0,2020-09-24
28,LEON,52,2020-09-24
29,LEE,52,2020-09-24
30,LAKE,29,2020-09-24
31,JACKSON,3,2020-09-24
32,INDIAN RIVER,4,2020-09-24
33,HOLMES,0,2020-09-24
34,HILLSBOROUGH,149,2020-09-24
35,HIGHLANDS,25,2020-09-24
36,HERNANDO,21,2020-09-24
37,HENDRY,2,2020-09-24
38,HARDEE,0,2020-09-24
39,GULF,0,2020-09-24
40,GADSDEN,23,2020-09-24
41,FRANKLIN,0,2020-09-24
42,FLAGLER,14,2020-09-24
43,ESCAMBIA,38,2020-09-24
44,DUVAL,123,2020-09-24
45,DESOTO,0,2020-09-24
46,COLUMBIA,14,2020-09-24
47,COLLIER,26,2020-09-24
48,CLAY,32,2020-09-24
49,CITRUS,20,2020-09-24
50,CHARLOTTE,28,2020-09-24
51,CALHOUN,0,2020-09-24
52,BROWARD,227,2020-09-24
53,BREVARD,49,2020-09-24
54,BRADFORD,0,2020-09-24
55,BAY,17,2020-09-24
56,BAKER,11,2020-09-24
57,ALACHUA,76,2020-09-24
