,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-10-14
1,WALTON,4,2020-10-14
2,VOLUSIA,60,2020-10-14
3,UNION,18,2020-10-14
4,TAYLOR,0,2020-10-14
5,SUWANNEE,0,2020-10-14
6,SUMTER,19,2020-10-14
7,ST. LUCIE,42,2020-10-14
8,ST. JOHNS,8,2020-10-14
9,SEMINOLE,27,2020-10-14
10,SARASOTA,30,2020-10-14
11,SANTA ROSA,5,2020-10-14
12,PUTNAM,3,2020-10-14
13,POLK,85,2020-10-14
14,PINELLAS,128,2020-10-14
15,PASCO,45,2020-10-14
16,PALM BEACH,116,2020-10-14
17,OSCEOLA,76,2020-10-14
18,ORANGE,146,2020-10-14
19,OKEECHOBEE,8,2020-10-14
20,OKALOOSA,17,2020-10-14
21,NASSAU,3,2020-10-14
22,MONROE,5,2020-10-14
23,MIAMI-DADE,272,2020-10-14
24,MARTIN,11,2020-10-14
25,MARION,20,2020-10-14
26,MANATEE,29,2020-10-14
27,MADISON,0,2020-10-14
28,LEON,45,2020-10-14
29,LEE,42,2020-10-14
30,LAKE,38,2020-10-14
31,JACKSON,6,2020-10-14
32,INDIAN RIVER,7,2020-10-14
33,HOLMES,0,2020-10-14
34,HILLSBOROUGH,154,2020-10-14
35,HIGHLANDS,23,2020-10-14
36,HERNANDO,27,2020-10-14
37,HENDRY,3,2020-10-14
38,HARDEE,0,2020-10-14
39,GULF,0,2020-10-14
40,GADSDEN,9,2020-10-14
41,FRANKLIN,0,2020-10-14
42,FLAGLER,7,2020-10-14
43,ESCAMBIA,36,2020-10-14
44,DUVAL,137,2020-10-14
45,DESOTO,0,2020-10-14
46,COLUMBIA,25,2020-10-14
47,COLLIER,28,2020-10-14
48,CLAY,31,2020-10-14
49,CITRUS,10,2020-10-14
50,CHARLOTTE,20,2020-10-14
51,CALHOUN,1,2020-10-14
52,BROWARD,172,2020-10-14
53,BREVARD,77,2020-10-14
54,BRADFORD,0,2020-10-14
55,BAY,14,2020-10-14
56,BAKER,1,2020-10-14
57,ALACHUA,60,2020-10-14
