,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-09-16
1,WALTON,5,2020-09-16
2,VOLUSIA,60,2020-09-16
3,UNION,8,2020-09-16
4,TAYLOR,0,2020-09-16
5,SUWANNEE,0,2020-09-16
6,SUMTER,10,2020-09-16
7,ST. LUCIE,55,2020-09-16
8,ST. JOHNS,14,2020-09-16
9,SEMINOLE,36,2020-09-16
10,SARASOTA,31,2020-09-16
11,SANTA ROSA,4,2020-09-16
12,PUTNAM,6,2020-09-16
13,POLK,93,2020-09-16
14,PINELLAS,106,2020-09-16
15,PASCO,25,2020-09-16
16,PALM BEACH,163,2020-09-16
17,OSCEOLA,49,2020-09-16
18,ORANGE,108,2020-09-16
19,OKEECHOBEE,15,2020-09-16
20,OKALOOSA,17,2020-09-16
21,NASSAU,3,2020-09-16
22,MONROE,3,2020-09-16
23,MIAMI-DADE,385,2020-09-16
24,MARTIN,13,2020-09-16
25,MARION,42,2020-09-16
26,MANATEE,16,2020-09-16
27,MADISON,1,2020-09-16
28,LEON,57,2020-09-16
29,LEE,59,2020-09-16
30,LAKE,39,2020-09-16
31,JACKSON,11,2020-09-16
32,INDIAN RIVER,8,2020-09-16
33,HOLMES,0,2020-09-16
34,HILLSBOROUGH,140,2020-09-16
35,HIGHLANDS,31,2020-09-16
36,HERNANDO,14,2020-09-16
37,HENDRY,2,2020-09-16
38,HARDEE,0,2020-09-16
39,GULF,1,2020-09-16
40,GADSDEN,48,2020-09-16
41,FRANKLIN,0,2020-09-16
42,FLAGLER,13,2020-09-16
43,ESCAMBIA,57,2020-09-16
44,DUVAL,159,2020-09-16
45,DESOTO,1,2020-09-16
46,COLUMBIA,10,2020-09-16
47,COLLIER,31,2020-09-16
48,CLAY,38,2020-09-16
49,CITRUS,24,2020-09-16
50,CHARLOTTE,29,2020-09-16
51,CALHOUN,0,2020-09-16
52,BROWARD,251,2020-09-16
53,BREVARD,52,2020-09-16
54,BRADFORD,0,2020-09-16
55,BAY,26,2020-09-16
56,BAKER,12,2020-09-16
57,ALACHUA,89,2020-09-16
