,County,COVID Hospitalizations,Date
0,ALACHUA,112,2020-08-09
1,BAKER,1,2020-08-09
2,BAY,87,2020-08-09
3,BRADFORD,0,2020-08-09
4,BREVARD,110,2020-08-09
5,BROWARD,909,2020-08-09
6,CALHOUN,2,2020-08-09
7,CHARLOTTE,36,2020-08-09
8,CITRUS,26,2020-08-09
9,CLAY,25,2020-08-09
10,COLLIER,138,2020-08-09
11,COLUMBIA,22,2020-08-09
12,DESOTO,1,2020-08-09
13,DUVAL,385,2020-08-09
14,ESCAMBIA,167,2020-08-09
15,FLAGLER,14,2020-08-09
16,FRANKLIN,0,2020-08-09
17,GADSDEN,126,2020-08-09
18,GULF,3,2020-08-09
19,HARDEE,0,2020-08-09
20,HENDRY,8,2020-08-09
21,HERNANDO,51,2020-08-09
22,HIGHLANDS,51,2020-08-09
23,HILLSBOROUGH,352,2020-08-09
24,HOLMES,1,2020-08-09
25,INDIAN RIVER,20,2020-08-09
26,JACKSON,19,2020-08-09
27,LAKE,82,2020-08-09
28,LEE,187,2020-08-09
29,LEON,79,2020-08-09
30,MADISON,0,2020-08-09
31,MANATEE,83,2020-08-09
32,MARION,99,2020-08-09
33,MARTIN,26,2020-08-09
34,MIAMI-DADE,1419,2020-08-09
35,MONROE,8,2020-08-09
36,NASSAU,3,2020-08-09
37,OKALOOSA,51,2020-08-09
38,OKEECHOBEE,16,2020-08-09
39,ORANGE,336,2020-08-09
40,OSCEOLA,137,2020-08-09
41,PALM BEACH,382,2020-08-09
42,PASCO,82,2020-08-09
43,PINELLAS,259,2020-08-09
44,POLK,233,2020-08-09
45,PUTNAM,12,2020-08-09
46,SANTA ROSA,14,2020-08-09
47,SARASOTA,83,2020-08-09
48,SEMINOLE,108,2020-08-09
49,ST. JOHNS,27,2020-08-09
50,ST. LUCIE,124,2020-08-09
51,SUMTER,27,2020-08-09
52,SUWANNEE,0,2020-08-09
53,TAYLOR,0,2020-08-09
54,UNION,0,2020-08-09
55,VOLUSIA,126,2020-08-09
56,WALTON,13,2020-08-09
57,WASHINGTON,9,2020-08-09
58,Grand Total,6691,2020-08-09
