,County,COVID Hospitalizations,Date
0,ALACHUA,91,2020-07-10
1,BAKER,14,2020-07-10
2,BAY,22,2020-07-10
3,BRADFORD,0,2020-07-10
4,BREVARD,112,2020-07-10
5,BROWARD,969,2020-07-10
6,CALHOUN,0,2020-07-10
7,CHARLOTTE,30,2020-07-10
8,CITRUS,17,2020-07-10
9,CLAY,46,2020-07-10
10,COLLIER,163,2020-07-10
11,COLUMBIA,21,2020-07-10
12,DESOTO,4,2020-07-10
13,DUVAL,439,2020-07-10
14,ESCAMBIA,123,2020-07-10
15,FLAGLER,12,2020-07-10
16,FRANKLIN,0,2020-07-10
17,GADSDEN,0,2020-07-10
18,GULF,2,2020-07-10
19,HARDEE,0,2020-07-10
20,HENDRY,3,2020-07-10
21,HERNANDO,51,2020-07-10
22,HIGHLANDS,32,2020-07-10
23,HILLSBOROUGH,210,2020-07-10
24,HOLMES,0,2020-07-10
25,INDIAN RIVER,25,2020-07-10
26,JACKSON,24,2020-07-10
27,LAKE,124,2020-07-10
28,LEE,253,2020-07-10
29,LEON,56,2020-07-10
30,MADISON,0,2020-07-10
31,MANATEE,84,2020-07-10
32,MARION,81,2020-07-10
33,MARTIN,46,2020-07-10
34,MIAMI-DADE,1578,2020-07-10
35,MONROE,8,2020-07-10
36,NASSAU,6,2020-07-10
37,OKALOOSA,29,2020-07-10
38,OKEECHOBEE,12,2020-07-10
39,ORANGE,475,2020-07-10
40,OSCEOLA,183,2020-07-10
41,PALM BEACH,606,2020-07-10
42,PASCO,92,2020-07-10
43,PINELLAS,201,2020-07-10
44,POLK,138,2020-07-10
45,PUTNAM,14,2020-07-10
46,SANTA ROSA,20,2020-07-10
47,SARASOTA,119,2020-07-10
48,SEMINOLE,164,2020-07-10
49,ST. JOHNS,26,2020-07-10
50,ST. LUCIE,107,2020-07-10
51,SUMTER,14,2020-07-10
52,SUWANNEE,0,2020-07-10
53,TAYLOR,0,2020-07-10
54,UNION,0,2020-07-10
55,VOLUSIA,135,2020-07-10
56,WALTON,6,2020-07-10
57,WASHINGTON,4,2020-07-10
58,Grand Total,6991,2020-07-10
