,County,COVID Hospitalizations,Date
0,ALACHUA,67,2020-07-07
1,BAKER,12,2020-07-07
2,BAY,38,2020-07-07
3,BRADFORD,0,2020-07-07
4,BREVARD,93,2020-07-07
5,BROWARD,881,2020-07-07
6,CALHOUN,0,2020-07-07
7,CHARLOTTE,26,2020-07-07
8,CITRUS,12,2020-07-07
9,CLAY,30,2020-07-07
10,COLLIER,153,2020-07-07
11,COLUMBIA,20,2020-07-07
12,DESOTO,6,2020-07-07
13,DUVAL,374,2020-07-07
14,ESCAMBIA,114,2020-07-07
15,FLAGLER,9,2020-07-07
16,FRANKLIN,0,2020-07-07
17,GADSDEN,0,2020-07-07
18,GULF,0,2020-07-07
19,HARDEE,0,2020-07-07
20,HENDRY,1,2020-07-07
21,HERNANDO,32,2020-07-07
22,HIGHLANDS,29,2020-07-07
23,HILLSBOROUGH,240,2020-07-07
24,HOLMES,0,2020-07-07
25,INDIAN RIVER,24,2020-07-07
26,JACKSON,9,2020-07-07
27,LAKE,115,2020-07-07
28,LEE,287,2020-07-07
29,LEON,55,2020-07-07
30,MADISON,1,2020-07-07
31,MANATEE,66,2020-07-07
32,MARION,65,2020-07-07
33,MARTIN,51,2020-07-07
34,MIAMI-DADE,1497,2020-07-07
35,MONROE,5,2020-07-07
36,NASSAU,7,2020-07-07
37,OKALOOSA,25,2020-07-07
38,OKEECHOBEE,11,2020-07-07
39,ORANGE,441,2020-07-07
40,OSCEOLA,172,2020-07-07
41,PALM BEACH,549,2020-07-07
42,PASCO,67,2020-07-07
43,PINELLAS,179,2020-07-07
44,POLK,140,2020-07-07
45,PUTNAM,10,2020-07-07
46,SANTA ROSA,6,2020-07-07
47,SARASOTA,111,2020-07-07
48,SEMINOLE,139,2020-07-07
49,ST. JOHNS,25,2020-07-07
50,ST. LUCIE,105,2020-07-07
51,SUMTER,16,2020-07-07
52,SUWANNEE,0,2020-07-07
53,TAYLOR,0,2020-07-07
54,UNION,0,2020-07-07
55,VOLUSIA,116,2020-07-07
56,WALTON,6,2020-07-07
57,WASHINGTON,2,2020-07-07
58,Grand Total,6439,2020-07-07
