,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-10-08
1,WALTON,7,2020-10-08
2,VOLUSIA,67,2020-10-08
3,UNION,14,2020-10-08
4,TAYLOR,0,2020-10-08
5,SUWANNEE,0,2020-10-08
6,SUMTER,22,2020-10-08
7,ST. LUCIE,49,2020-10-08
8,ST. JOHNS,12,2020-10-08
9,SEMINOLE,27,2020-10-08
10,SARASOTA,30,2020-10-08
11,SANTA ROSA,4,2020-10-08
12,PUTNAM,6,2020-10-08
13,POLK,74,2020-10-08
14,PINELLAS,104,2020-10-08
15,PASCO,49,2020-10-08
16,PALM BEACH,109,2020-10-08
17,OSCEOLA,67,2020-10-08
18,ORANGE,157,2020-10-08
19,OKEECHOBEE,14,2020-10-08
20,OKALOOSA,16,2020-10-08
21,NASSAU,2,2020-10-08
22,MONROE,2,2020-10-08
23,MIAMI-DADE,265,2020-10-08
24,MARTIN,14,2020-10-08
25,MARION,25,2020-10-08
26,MANATEE,31,2020-10-08
27,MADISON,0,2020-10-08
28,LEON,41,2020-10-08
29,LEE,26,2020-10-08
30,LAKE,51,2020-10-08
31,JACKSON,10,2020-10-08
32,INDIAN RIVER,11,2020-10-08
33,HOLMES,1,2020-10-08
34,HILLSBOROUGH,170,2020-10-08
35,HIGHLANDS,20,2020-10-08
36,HERNANDO,24,2020-10-08
37,HENDRY,3,2020-10-08
38,HARDEE,0,2020-10-08
39,GULF,0,2020-10-08
40,GADSDEN,12,2020-10-08
41,FRANKLIN,0,2020-10-08
42,FLAGLER,6,2020-10-08
43,ESCAMBIA,37,2020-10-08
44,DUVAL,107,2020-10-08
45,DESOTO,2,2020-10-08
46,COLUMBIA,19,2020-10-08
47,COLLIER,27,2020-10-08
48,CLAY,29,2020-10-08
49,CITRUS,9,2020-10-08
50,CHARLOTTE,19,2020-10-08
51,CALHOUN,0,2020-10-08
52,BROWARD,205,2020-10-08
53,BREVARD,71,2020-10-08
54,BRADFORD,0,2020-10-08
55,BAY,18,2020-10-08
56,BAKER,3,2020-10-08
57,ALACHUA,51,2020-10-08
