,County,COVID Hospitalizations,Date
0,WASHINGTON,9,2020-11-30
1,WALTON,5,2020-11-30
2,VOLUSIA,86,2020-11-30
3,UNION,1,2020-11-30
4,TAYLOR,1,2020-11-30
5,SUWANNEE,0,2020-11-30
6,SUMTER,22,2020-11-30
7,ST. LUCIE,62,2020-11-30
8,ST. JOHNS,22,2020-11-30
9,SEMINOLE,63,2020-11-30
10,SARASOTA,89,2020-11-30
11,SANTA ROSA,15,2020-11-30
12,PUTNAM,7,2020-11-30
13,POLK,132,2020-11-30
14,PINELLAS,200,2020-11-30
15,PASCO,116,2020-11-30
16,PALM BEACH,293,2020-11-30
17,OSCEOLA,104,2020-11-30
18,ORANGE,190,2020-11-30
19,OKEECHOBEE,11,2020-11-30
20,OKALOOSA,48,2020-11-30
21,NASSAU,3,2020-11-30
22,MONROE,9,2020-11-30
23,MIAMI-DADE,644,2020-11-30
24,MARTIN,25,2020-11-30
25,MARION,47,2020-11-30
26,MANATEE,54,2020-11-30
27,MADISON,0,2020-11-30
28,LEON,39,2020-11-30
29,LEE,112,2020-11-30
30,LAKE,76,2020-11-30
31,JACKSON,24,2020-11-30
32,INDIAN RIVER,21,2020-11-30
33,HOLMES,3,2020-11-30
34,HILLSBOROUGH,253,2020-11-30
35,HIGHLANDS,55,2020-11-30
36,HERNANDO,66,2020-11-30
37,HENDRY,1,2020-11-30
38,HARDEE,0,2020-11-30
39,GULF,0,2020-11-30
40,GADSDEN,0,2020-11-30
41,FRANKLIN,0,2020-11-30
42,FLAGLER,12,2020-11-30
43,ESCAMBIA,80,2020-11-30
44,DUVAL,211,2020-11-30
45,DESOTO,7,2020-11-30
46,COLUMBIA,24,2020-11-30
47,COLLIER,88,2020-11-30
48,CLAY,48,2020-11-30
49,CITRUS,57,2020-11-30
50,CHARLOTTE,63,2020-11-30
51,CALHOUN,1,2020-11-30
52,BROWARD,422,2020-11-30
53,BREVARD,86,2020-11-30
54,BRADFORD,0,2020-11-30
55,BAY,33,2020-11-30
56,BAKER,0,2020-11-30
57,ALACHUA,120,2020-11-30
