,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-11-14
1,WALTON,11,2020-11-14
2,VOLUSIA,56,2020-11-14
3,UNION,2,2020-11-14
4,TAYLOR,0,2020-11-14
5,SUWANNEE,0,2020-11-14
6,SUMTER,11,2020-11-14
7,ST. LUCIE,40,2020-11-14
8,ST. JOHNS,7,2020-11-14
9,SEMINOLE,45,2020-11-14
10,SARASOTA,83,2020-11-14
11,SANTA ROSA,12,2020-11-14
12,PUTNAM,10,2020-11-14
13,POLK,99,2020-11-14
14,PINELLAS,162,2020-11-14
15,PASCO,83,2020-11-14
16,PALM BEACH,227,2020-11-14
17,OSCEOLA,79,2020-11-14
18,ORANGE,157,2020-11-14
19,OKEECHOBEE,5,2020-11-14
20,OKALOOSA,45,2020-11-14
21,NASSAU,4,2020-11-14
22,MONROE,8,2020-11-14
23,MIAMI-DADE,440,2020-11-14
24,MARTIN,10,2020-11-14
25,MARION,45,2020-11-14
26,MANATEE,30,2020-11-14
27,MADISON,0,2020-11-14
28,LEON,31,2020-11-14
29,LEE,81,2020-11-14
30,LAKE,36,2020-11-14
31,JACKSON,21,2020-11-14
32,INDIAN RIVER,17,2020-11-14
33,HOLMES,1,2020-11-14
34,HILLSBOROUGH,225,2020-11-14
35,HIGHLANDS,64,2020-11-14
36,HERNANDO,56,2020-11-14
37,HENDRY,0,2020-11-14
38,HARDEE,0,2020-11-14
39,GULF,0,2020-11-14
40,GADSDEN,0,2020-11-14
41,FRANKLIN,0,2020-11-14
42,FLAGLER,9,2020-11-14
43,ESCAMBIA,79,2020-11-14
44,DUVAL,179,2020-11-14
45,DESOTO,7,2020-11-14
46,COLUMBIA,6,2020-11-14
47,COLLIER,71,2020-11-14
48,CLAY,30,2020-11-14
49,CITRUS,36,2020-11-14
50,CHARLOTTE,53,2020-11-14
51,CALHOUN,0,2020-11-14
52,BROWARD,300,2020-11-14
53,BREVARD,72,2020-11-14
54,BRADFORD,0,2020-11-14
55,BAY,29,2020-11-14
56,BAKER,1,2020-11-14
57,ALACHUA,70,2020-11-14
