,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-07-27
1,WALTON,12,2020-07-27
2,VOLUSIA,141,2020-07-27
3,UNION,0,2020-07-27
4,TAYLOR,0,2020-07-27
5,SUWANNEE,0,2020-07-27
6,SUMTER,32,2020-07-27
7,ST. LUCIE,180,2020-07-27
8,ST. JOHNS,29,2020-07-27
9,SEMINOLE,146,2020-07-27
10,SARASOTA,148,2020-07-27
11,SANTA ROSA,26,2020-07-27
12,PUTNAM,22,2020-07-27
13,POLK,290,2020-07-27
14,PINELLAS,428,2020-07-27
15,PASCO,117,2020-07-27
16,PALM BEACH,619,2020-07-27
17,OSCEOLA,202,2020-07-27
18,ORANGE,456,2020-07-27
19,OKEECHOBEE,14,2020-07-27
20,OKALOOSA,48,2020-07-27
21,NASSAU,4,2020-07-27
22,MONROE,16,2020-07-27
23,MIAMI-DADE,1968,2020-07-27
24,MARTIN,32,2020-07-27
25,MARION,121,2020-07-27
26,MANATEE,127,2020-07-27
27,MADISON,0,2020-07-27
28,LEON,76,2020-07-27
29,LEE,213,2020-07-27
30,LAKE,108,2020-07-27
31,JACKSON,20,2020-07-27
32,INDIAN RIVER,25,2020-07-27
33,HOLMES,1,2020-07-27
34,HILLSBOROUGH,518,2020-07-27
35,HIGHLANDS,49,2020-07-27
36,HERNANDO,70,2020-07-27
37,HENDRY,8,2020-07-27
38,HARDEE,0,2020-07-27
39,GULF,3,2020-07-27
40,GADSDEN,34,2020-07-27
41,FRANKLIN,0,2020-07-27
42,FLAGLER,20,2020-07-27
43,ESCAMBIA,205,2020-07-27
44,DUVAL,490,2020-07-27
45,DESOTO,2,2020-07-27
46,COLUMBIA,31,2020-07-27
47,COLLIER,156,2020-07-27
48,CLAY,86,2020-07-27
49,CITRUS,29,2020-07-27
50,CHARLOTTE,59,2020-07-27
51,CALHOUN,0,2020-07-27
52,BROWARD,1276,2020-07-27
53,BREVARD,127,2020-07-27
54,BRADFORD,0,2020-07-27
55,BAY,82,2020-07-27
56,BAKER,35,2020-07-27
57,ALACHUA,138,2020-07-27
