,County,COVID Hospitalizations,Date
0,ALACHUA,133,2020-08-06
1,BAKER,24,2020-08-06
2,BAY,80,2020-08-06
3,BRADFORD,0,2020-08-06
4,BREVARD,113,2020-08-06
5,BROWARD,983,2020-08-06
6,CALHOUN,1,2020-08-06
7,CHARLOTTE,42,2020-08-06
8,CITRUS,28,2020-08-06
9,CLAY,77,2020-08-06
10,COLLIER,127,2020-08-06
11,COLUMBIA,18,2020-08-06
12,DESOTO,3,2020-08-06
13,DUVAL,407,2020-08-06
14,ESCAMBIA,174,2020-08-06
15,FLAGLER,14,2020-08-06
16,FRANKLIN,0,2020-08-06
17,GADSDEN,120,2020-08-06
18,GULF,5,2020-08-06
19,HARDEE,0,2020-08-06
20,HENDRY,12,2020-08-06
21,HERNANDO,52,2020-08-06
22,HIGHLANDS,49,2020-08-06
23,HILLSBOROUGH,396,2020-08-06
24,HOLMES,0,2020-08-06
25,INDIAN RIVER,26,2020-08-06
26,JACKSON,16,2020-08-06
27,LAKE,92,2020-08-06
28,LEE,203,2020-08-06
29,LEON,88,2020-08-06
30,MADISON,0,2020-08-06
31,MANATEE,81,2020-08-06
32,MARION,99,2020-08-06
33,MARTIN,26,2020-08-06
34,MIAMI-DADE,1619,2020-08-06
35,MONROE,10,2020-08-06
36,NASSAU,3,2020-08-06
37,OKALOOSA,46,2020-08-06
38,OKEECHOBEE,13,2020-08-06
39,ORANGE,383,2020-08-06
40,OSCEOLA,139,2020-08-06
41,PALM BEACH,454,2020-08-06
42,PASCO,98,2020-08-06
43,PINELLAS,293,2020-08-06
44,POLK,269,2020-08-06
45,PUTNAM,11,2020-08-06
46,SANTA ROSA,16,2020-08-06
47,SARASOTA,90,2020-08-06
48,SEMINOLE,114,2020-08-06
49,ST. JOHNS,28,2020-08-06
50,ST. LUCIE,150,2020-08-06
51,SUMTER,26,2020-08-06
52,SUWANNEE,0,2020-08-06
53,TAYLOR,0,2020-08-06
54,UNION,0,2020-08-06
55,VOLUSIA,131,2020-08-06
56,WALTON,10,2020-08-06
57,WASHINGTON,5,2020-08-06
58,Grand Total,7397,2020-08-06
