,County,COVID Hospitalizations,Date
0,WASHINGTON,9,2020-08-08
1,WALTON,14,2020-08-08
2,VOLUSIA,131,2020-08-08
3,UNION,0,2020-08-08
4,TAYLOR,0,2020-08-08
5,SUWANNEE,0,2020-08-08
6,SUMTER,26,2020-08-08
7,ST. LUCIE,133,2020-08-08
8,ST. JOHNS,28,2020-08-08
9,SEMINOLE,105,2020-08-08
10,SARASOTA,91,2020-08-08
11,SANTA ROSA,14,2020-08-08
12,PUTNAM,11,2020-08-08
13,POLK,213,2020-08-08
14,PINELLAS,252,2020-08-08
15,PASCO,79,2020-08-08
16,PALM BEACH,419,2020-08-08
17,OSCEOLA,144,2020-08-08
18,ORANGE,343,2020-08-08
19,OKEECHOBEE,13,2020-08-08
20,OKALOOSA,50,2020-08-08
21,NASSAU,4,2020-08-08
22,MONROE,7,2020-08-08
23,MIAMI-DADE,1569,2020-08-08
24,MARTIN,26,2020-08-08
25,MARION,93,2020-08-08
26,MANATEE,76,2020-08-08
27,MADISON,0,2020-08-08
28,LEON,93,2020-08-08
29,LEE,201,2020-08-08
30,LAKE,85,2020-08-08
31,JACKSON,17,2020-08-08
32,INDIAN RIVER,18,2020-08-08
33,HOLMES,1,2020-08-08
34,HILLSBOROUGH,347,2020-08-08
35,HIGHLANDS,49,2020-08-08
36,HERNANDO,51,2020-08-08
37,HENDRY,11,2020-08-08
38,HARDEE,0,2020-08-08
39,GULF,6,2020-08-08
40,GADSDEN,126,2020-08-08
41,FRANKLIN,0,2020-08-08
42,FLAGLER,15,2020-08-08
43,ESCAMBIA,164,2020-08-08
44,DUVAL,374,2020-08-08
45,DESOTO,1,2020-08-08
46,COLUMBIA,21,2020-08-08
47,COLLIER,133,2020-08-08
48,CLAY,25,2020-08-08
49,CITRUS,30,2020-08-08
50,CHARLOTTE,32,2020-08-08
51,CALHOUN,2,2020-08-08
52,BROWARD,960,2020-08-08
53,BREVARD,105,2020-08-08
54,BRADFORD,0,2020-08-08
55,BAY,30,2020-08-08
56,BAKER,20,2020-08-08
57,ALACHUA,123,2020-08-08
