,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-10-25
1,WALTON,6,2020-10-25
2,VOLUSIA,55,2020-10-25
3,UNION,11,2020-10-25
4,TAYLOR,0,2020-10-25
5,SUWANNEE,0,2020-10-25
6,SUMTER,12,2020-10-25
7,ST. LUCIE,42,2020-10-25
8,ST. JOHNS,4,2020-10-25
9,SEMINOLE,39,2020-10-25
10,SARASOTA,40,2020-10-25
11,SANTA ROSA,8,2020-10-25
12,PUTNAM,2,2020-10-25
13,POLK,84,2020-10-25
14,PINELLAS,127,2020-10-25
15,PASCO,43,2020-10-25
16,PALM BEACH,134,2020-10-25
17,OSCEOLA,80,2020-10-25
18,ORANGE,141,2020-10-25
19,OKEECHOBEE,4,2020-10-25
20,OKALOOSA,31,2020-10-25
21,NASSAU,2,2020-10-25
22,MONROE,5,2020-10-25
23,MIAMI-DADE,295,2020-10-25
24,MARTIN,7,2020-10-25
25,MARION,30,2020-10-25
26,MANATEE,35,2020-10-25
27,MADISON,0,2020-10-25
28,LEON,43,2020-10-25
29,LEE,66,2020-10-25
30,LAKE,38,2020-10-25
31,JACKSON,8,2020-10-25
32,INDIAN RIVER,17,2020-10-25
33,HOLMES,3,2020-10-25
34,HILLSBOROUGH,147,2020-10-25
35,HIGHLANDS,20,2020-10-25
36,HERNANDO,27,2020-10-25
37,HENDRY,3,2020-10-25
38,HARDEE,0,2020-10-25
39,GULF,0,2020-10-25
40,GADSDEN,4,2020-10-25
41,FRANKLIN,0,2020-10-25
42,FLAGLER,4,2020-10-25
43,ESCAMBIA,43,2020-10-25
44,DUVAL,116,2020-10-25
45,DESOTO,0,2020-10-25
46,COLUMBIA,18,2020-10-25
47,COLLIER,32,2020-10-25
48,CLAY,29,2020-10-25
49,CITRUS,18,2020-10-25
50,CHARLOTTE,29,2020-10-25
51,CALHOUN,1,2020-10-25
52,BROWARD,189,2020-10-25
53,BREVARD,61,2020-10-25
54,BRADFORD,0,2020-10-25
55,BAY,11,2020-10-25
56,BAKER,0,2020-10-25
57,ALACHUA,51,2020-10-25
