,County,COVID Hospitalizations,Date
0,WASHINGTON,12,2020-12-01
1,WALTON,5,2020-12-01
2,VOLUSIA,81,2020-12-01
3,UNION,0,2020-12-01
4,TAYLOR,6,2020-12-01
5,SUWANNEE,0,2020-12-01
6,SUMTER,24,2020-12-01
7,ST. LUCIE,66,2020-12-01
8,ST. JOHNS,22,2020-12-01
9,SEMINOLE,68,2020-12-01
10,SARASOTA,102,2020-12-01
11,SANTA ROSA,18,2020-12-01
12,PUTNAM,7,2020-12-01
13,POLK,131,2020-12-01
14,PINELLAS,192,2020-12-01
15,PASCO,126,2020-12-01
16,PALM BEACH,292,2020-12-01
17,OSCEOLA,102,2020-12-01
18,ORANGE,195,2020-12-01
19,OKEECHOBEE,9,2020-12-01
20,OKALOOSA,55,2020-12-01
21,NASSAU,6,2020-12-01
22,MONROE,7,2020-12-01
23,MIAMI-DADE,677,2020-12-01
24,MARTIN,21,2020-12-01
25,MARION,49,2020-12-01
26,MANATEE,48,2020-12-01
27,MADISON,0,2020-12-01
28,LEON,43,2020-12-01
29,LEE,120,2020-12-01
30,LAKE,75,2020-12-01
31,JACKSON,24,2020-12-01
32,INDIAN RIVER,21,2020-12-01
33,HOLMES,2,2020-12-01
34,HILLSBOROUGH,265,2020-12-01
35,HIGHLANDS,52,2020-12-01
36,HERNANDO,68,2020-12-01
37,HENDRY,2,2020-12-01
38,HARDEE,0,2020-12-01
39,GULF,0,2020-12-01
40,GADSDEN,0,2020-12-01
41,FRANKLIN,0,2020-12-01
42,FLAGLER,12,2020-12-01
43,ESCAMBIA,86,2020-12-01
44,DUVAL,224,2020-12-01
45,DESOTO,4,2020-12-01
46,COLUMBIA,23,2020-12-01
47,COLLIER,87,2020-12-01
48,CLAY,46,2020-12-01
49,CITRUS,61,2020-12-01
50,CHARLOTTE,53,2020-12-01
51,CALHOUN,1,2020-12-01
52,BROWARD,438,2020-12-01
53,BREVARD,91,2020-12-01
54,BRADFORD,0,2020-12-01
55,BAY,34,2020-12-01
56,BAKER,1,2020-12-01
57,ALACHUA,125,2020-12-01
