,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-07-23
1,WALTON,8,2020-07-23
2,VOLUSIA,150,2020-07-23
3,UNION,0,2020-07-23
4,TAYLOR,0,2020-07-23
5,SUWANNEE,0,2020-07-23
6,SUMTER,29,2020-07-23
7,ST. LUCIE,164,2020-07-23
8,ST. JOHNS,38,2020-07-23
9,SEMINOLE,176,2020-07-23
10,SARASOTA,155,2020-07-23
11,SANTA ROSA,27,2020-07-23
12,PUTNAM,17,2020-07-23
13,POLK,278,2020-07-23
14,PINELLAS,428,2020-07-23
15,PASCO,129,2020-07-23
16,PALM BEACH,605,2020-07-23
17,OSCEOLA,217,2020-07-23
18,ORANGE,602,2020-07-23
19,OKEECHOBEE,13,2020-07-23
20,OKALOOSA,42,2020-07-23
21,NASSAU,3,2020-07-23
22,MONROE,20,2020-07-23
23,MIAMI-DADE,1998,2020-07-23
24,MARTIN,43,2020-07-23
25,MARION,95,2020-07-23
26,MANATEE,135,2020-07-23
27,MADISON,0,2020-07-23
28,LEON,81,2020-07-23
29,LEE,241,2020-07-23
30,LAKE,98,2020-07-23
31,JACKSON,25,2020-07-23
32,INDIAN RIVER,23,2020-07-23
33,HOLMES,2,2020-07-23
34,HILLSBOROUGH,607,2020-07-23
35,HIGHLANDS,57,2020-07-23
36,HERNANDO,83,2020-07-23
37,HENDRY,9,2020-07-23
38,HARDEE,0,2020-07-23
39,GULF,1,2020-07-23
40,GADSDEN,34,2020-07-23
41,FRANKLIN,0,2020-07-23
42,FLAGLER,21,2020-07-23
43,ESCAMBIA,208,2020-07-23
44,DUVAL,510,2020-07-23
45,DESOTO,3,2020-07-23
46,COLUMBIA,36,2020-07-23
47,COLLIER,161,2020-07-23
48,CLAY,74,2020-07-23
49,CITRUS,28,2020-07-23
50,CHARLOTTE,64,2020-07-23
51,CALHOUN,2,2020-07-23
52,BROWARD,1304,2020-07-23
53,BREVARD,139,2020-07-23
54,BRADFORD,0,2020-07-23
55,BAY,84,2020-07-23
56,BAKER,34,2020-07-23
57,ALACHUA,117,2020-07-23
