,County,COVID Hospitalizations,Date
0,WASHINGTON,10,2020-12-08
1,WALTON,9,2020-12-08
2,VOLUSIA,101,2020-12-08
3,UNION,0,2020-12-08
4,TAYLOR,0,2020-12-08
5,SUWANNEE,0,2020-12-08
6,SUMTER,28,2020-12-08
7,ST. LUCIE,58,2020-12-08
8,ST. JOHNS,21,2020-12-08
9,SEMINOLE,59,2020-12-08
10,SARASOTA,129,2020-12-08
11,SANTA ROSA,14,2020-12-08
12,PUTNAM,11,2020-12-08
13,POLK,161,2020-12-08
14,PINELLAS,198,2020-12-08
15,PASCO,137,2020-12-08
16,PALM BEACH,302,2020-12-08
17,OSCEOLA,102,2020-12-08
18,ORANGE,202,2020-12-08
19,OKEECHOBEE,6,2020-12-08
20,OKALOOSA,59,2020-12-08
21,NASSAU,8,2020-12-08
22,MONROE,3,2020-12-08
23,MIAMI-DADE,812,2020-12-08
24,MARTIN,25,2020-12-08
25,MARION,58,2020-12-08
26,MANATEE,66,2020-12-08
27,MADISON,1,2020-12-08
28,LEON,42,2020-12-08
29,LEE,133,2020-12-08
30,LAKE,81,2020-12-08
31,JACKSON,17,2020-12-08
32,INDIAN RIVER,20,2020-12-08
33,HOLMES,1,2020-12-08
34,HILLSBOROUGH,257,2020-12-08
35,HIGHLANDS,46,2020-12-08
36,HERNANDO,49,2020-12-08
37,HENDRY,1,2020-12-08
38,HARDEE,0,2020-12-08
39,GULF,2,2020-12-08
40,GADSDEN,0,2020-12-08
41,FRANKLIN,0,2020-12-08
42,FLAGLER,20,2020-12-08
43,ESCAMBIA,116,2020-12-08
44,DUVAL,254,2020-12-08
45,DESOTO,4,2020-12-08
46,COLUMBIA,19,2020-12-08
47,COLLIER,85,2020-12-08
48,CLAY,59,2020-12-08
49,CITRUS,51,2020-12-08
50,CHARLOTTE,85,2020-12-08
51,CALHOUN,2,2020-12-08
52,BROWARD,420,2020-12-08
53,BREVARD,72,2020-12-08
54,BRADFORD,0,2020-12-08
55,BAY,38,2020-12-08
56,BAKER,2,2020-12-08
57,ALACHUA,104,2020-12-08
