,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-10-03
1,WALTON,3,2020-10-03
2,VOLUSIA,41,2020-10-03
3,UNION,14,2020-10-03
4,TAYLOR,0,2020-10-03
5,SUWANNEE,0,2020-10-03
6,SUMTER,12,2020-10-03
7,ST. LUCIE,47,2020-10-03
8,ST. JOHNS,13,2020-10-03
9,SEMINOLE,29,2020-10-03
10,SARASOTA,28,2020-10-03
11,SANTA ROSA,4,2020-10-03
12,PUTNAM,7,2020-10-03
13,POLK,80,2020-10-03
14,PINELLAS,99,2020-10-03
15,PASCO,41,2020-10-03
16,PALM BEACH,99,2020-10-03
17,OSCEOLA,68,2020-10-03
18,ORANGE,116,2020-10-03
19,OKEECHOBEE,8,2020-10-03
20,OKALOOSA,15,2020-10-03
21,NASSAU,1,2020-10-03
22,MONROE,2,2020-10-03
23,MIAMI-DADE,262,2020-10-03
24,MARTIN,15,2020-10-03
25,MARION,31,2020-10-03
26,MANATEE,26,2020-10-03
27,MADISON,0,2020-10-03
28,LEON,41,2020-10-03
29,LEE,38,2020-10-03
30,LAKE,38,2020-10-03
31,JACKSON,9,2020-10-03
32,INDIAN RIVER,14,2020-10-03
33,HOLMES,0,2020-10-03
34,HILLSBOROUGH,150,2020-10-03
35,HIGHLANDS,23,2020-10-03
36,HERNANDO,17,2020-10-03
37,HENDRY,1,2020-10-03
38,HARDEE,0,2020-10-03
39,GULF,0,2020-10-03
40,GADSDEN,16,2020-10-03
41,FRANKLIN,0,2020-10-03
42,FLAGLER,7,2020-10-03
43,ESCAMBIA,46,2020-10-03
44,DUVAL,125,2020-10-03
45,DESOTO,1,2020-10-03
46,COLUMBIA,12,2020-10-03
47,COLLIER,25,2020-10-03
48,CLAY,28,2020-10-03
49,CITRUS,9,2020-10-03
50,CHARLOTTE,26,2020-10-03
51,CALHOUN,0,2020-10-03
52,BROWARD,207,2020-10-03
53,BREVARD,64,2020-10-03
54,BRADFORD,0,2020-10-03
55,BAY,21,2020-10-03
56,BAKER,3,2020-10-03
57,ALACHUA,54,2020-10-03
