,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-12
1,WALTON,7,2020-10-12
2,VOLUSIA,65,2020-10-12
3,UNION,19,2020-10-12
4,TAYLOR,0,2020-10-12
5,SUWANNEE,0,2020-10-12
6,SUMTER,25,2020-10-12
7,ST. LUCIE,41,2020-10-12
8,ST. JOHNS,7,2020-10-12
9,SEMINOLE,23,2020-10-12
10,SARASOTA,38,2020-10-12
11,SANTA ROSA,7,2020-10-12
12,PUTNAM,1,2020-10-12
13,POLK,78,2020-10-12
14,PINELLAS,132,2020-10-12
15,PASCO,48,2020-10-12
16,PALM BEACH,116,2020-10-12
17,OSCEOLA,69,2020-10-12
18,ORANGE,177,2020-10-12
19,OKEECHOBEE,12,2020-10-12
20,OKALOOSA,11,2020-10-12
21,NASSAU,2,2020-10-12
22,MONROE,5,2020-10-12
23,MIAMI-DADE,277,2020-10-12
24,MARTIN,11,2020-10-12
25,MARION,19,2020-10-12
26,MANATEE,32,2020-10-12
27,MADISON,0,2020-10-12
28,LEON,53,2020-10-12
29,LEE,41,2020-10-12
30,LAKE,39,2020-10-12
31,JACKSON,11,2020-10-12
32,INDIAN RIVER,9,2020-10-12
33,HOLMES,0,2020-10-12
34,HILLSBOROUGH,166,2020-10-12
35,HIGHLANDS,23,2020-10-12
36,HERNANDO,24,2020-10-12
37,HENDRY,1,2020-10-12
38,HARDEE,0,2020-10-12
39,GULF,0,2020-10-12
40,GADSDEN,9,2020-10-12
41,FRANKLIN,1,2020-10-12
42,FLAGLER,7,2020-10-12
43,ESCAMBIA,38,2020-10-12
44,DUVAL,123,2020-10-12
45,DESOTO,2,2020-10-12
46,COLUMBIA,19,2020-10-12
47,COLLIER,29,2020-10-12
48,CLAY,34,2020-10-12
49,CITRUS,12,2020-10-12
50,CHARLOTTE,20,2020-10-12
51,CALHOUN,0,2020-10-12
52,BROWARD,180,2020-10-12
53,BREVARD,61,2020-10-12
54,BRADFORD,0,2020-10-12
55,BAY,14,2020-10-12
56,BAKER,1,2020-10-12
57,ALACHUA,64,2020-10-12
