,County,COVID Hospitalizations,Date
0,WASHINGTON,10,2020-08-05
1,WALTON,10,2020-08-05
2,VOLUSIA,137,2020-08-05
3,UNION,0,2020-08-05
4,TAYLOR,0,2020-08-05
5,SUWANNEE,0,2020-08-05
6,SUMTER,25,2020-08-05
7,ST. LUCIE,157,2020-08-05
8,ST. JOHNS,27,2020-08-05
9,SEMINOLE,112,2020-08-05
10,SARASOTA,92,2020-08-05
11,SANTA ROSA,21,2020-08-05
12,PUTNAM,10,2020-08-05
13,POLK,263,2020-08-05
14,PINELLAS,307,2020-08-05
15,PASCO,101,2020-08-05
16,PALM BEACH,485,2020-08-05
17,OSCEOLA,140,2020-08-05
18,ORANGE,404,2020-08-05
19,OKEECHOBEE,13,2020-08-05
20,OKALOOSA,47,2020-08-05
21,NASSAU,2,2020-08-05
22,MONROE,13,2020-08-05
23,MIAMI-DADE,1670,2020-08-05
24,MARTIN,32,2020-08-05
25,MARION,108,2020-08-05
26,MANATEE,84,2020-08-05
27,MADISON,0,2020-08-05
28,LEON,75,2020-08-05
29,LEE,174,2020-08-05
30,LAKE,94,2020-08-05
31,JACKSON,18,2020-08-05
32,INDIAN RIVER,30,2020-08-05
33,HOLMES,1,2020-08-05
34,HILLSBOROUGH,435,2020-08-05
35,HIGHLANDS,50,2020-08-05
36,HERNANDO,55,2020-08-05
37,HENDRY,11,2020-08-05
38,HARDEE,0,2020-08-05
39,GULF,5,2020-08-05
40,GADSDEN,70,2020-08-05
41,FRANKLIN,0,2020-08-05
42,FLAGLER,13,2020-08-05
43,ESCAMBIA,172,2020-08-05
44,DUVAL,423,2020-08-05
45,DESOTO,2,2020-08-05
46,COLUMBIA,20,2020-08-05
47,COLLIER,121,2020-08-05
48,CLAY,79,2020-08-05
49,CITRUS,25,2020-08-05
50,CHARLOTTE,46,2020-08-05
51,CALHOUN,1,2020-08-05
52,BROWARD,1072,2020-08-05
53,BREVARD,107,2020-08-05
54,BRADFORD,0,2020-08-05
55,BAY,80,2020-08-05
56,BAKER,24,2020-08-05
57,ALACHUA,142,2020-08-05
