,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-11-18
1,WALTON,8,2020-11-18
2,VOLUSIA,73,2020-11-18
3,UNION,2,2020-11-18
4,TAYLOR,2,2020-11-18
5,SUWANNEE,0,2020-11-18
6,SUMTER,12,2020-11-18
7,ST. LUCIE,36,2020-11-18
8,ST. JOHNS,14,2020-11-18
9,SEMINOLE,51,2020-11-18
10,SARASOTA,105,2020-11-18
11,SANTA ROSA,13,2020-11-18
12,PUTNAM,7,2020-11-18
13,POLK,109,2020-11-18
14,PINELLAS,163,2020-11-18
15,PASCO,77,2020-11-18
16,PALM BEACH,238,2020-11-18
17,OSCEOLA,86,2020-11-18
18,ORANGE,180,2020-11-18
19,OKEECHOBEE,6,2020-11-18
20,OKALOOSA,45,2020-11-18
21,NASSAU,2,2020-11-18
22,MONROE,8,2020-11-18
23,MIAMI-DADE,470,2020-11-18
24,MARTIN,10,2020-11-18
25,MARION,47,2020-11-18
26,MANATEE,36,2020-11-18
27,MADISON,0,2020-11-18
28,LEON,41,2020-11-18
29,LEE,79,2020-11-18
30,LAKE,46,2020-11-18
31,JACKSON,21,2020-11-18
32,INDIAN RIVER,14,2020-11-18
33,HOLMES,1,2020-11-18
34,HILLSBOROUGH,235,2020-11-18
35,HIGHLANDS,67,2020-11-18
36,HERNANDO,53,2020-11-18
37,HENDRY,2,2020-11-18
38,HARDEE,0,2020-11-18
39,GULF,0,2020-11-18
40,GADSDEN,0,2020-11-18
41,FRANKLIN,0,2020-11-18
42,FLAGLER,9,2020-11-18
43,ESCAMBIA,65,2020-11-18
44,DUVAL,190,2020-11-18
45,DESOTO,14,2020-11-18
46,COLUMBIA,18,2020-11-18
47,COLLIER,64,2020-11-18
48,CLAY,37,2020-11-18
49,CITRUS,57,2020-11-18
50,CHARLOTTE,39,2020-11-18
51,CALHOUN,0,2020-11-18
52,BROWARD,310,2020-11-18
53,BREVARD,75,2020-11-18
54,BRADFORD,0,2020-11-18
55,BAY,32,2020-11-18
56,BAKER,0,2020-11-18
57,ALACHUA,81,2020-11-18
