,County,COVID Hospitalizations,Date
0,ALACHUA,138,2020-08-01
1,BAKER,22,2020-08-01
2,BAY,80,2020-08-01
3,BRADFORD,0,2020-08-01
4,BREVARD,109,2020-08-01
5,BROWARD,946,2020-08-01
6,CALHOUN,0,2020-08-01
7,CHARLOTTE,51,2020-08-01
8,CITRUS,22,2020-08-01
9,CLAY,68,2020-08-01
10,COLLIER,138,2020-08-01
11,COLUMBIA,27,2020-08-01
12,DESOTO,5,2020-08-01
13,DUVAL,427,2020-08-01
14,ESCAMBIA,186,2020-08-01
15,FLAGLER,18,2020-08-01
16,FRANKLIN,0,2020-08-01
17,GADSDEN,61,2020-08-01
18,GULF,4,2020-08-01
19,HARDEE,0,2020-08-01
20,HENDRY,8,2020-08-01
21,HERNANDO,59,2020-08-01
22,HIGHLANDS,53,2020-08-01
23,HILLSBOROUGH,445,2020-08-01
24,HOLMES,1,2020-08-01
25,INDIAN RIVER,26,2020-08-01
26,JACKSON,17,2020-08-01
27,LAKE,93,2020-08-01
28,LEE,211,2020-08-01
29,LEON,80,2020-08-01
30,MADISON,0,2020-08-01
31,MANATEE,108,2020-08-01
32,MARION,110,2020-08-01
33,MARTIN,26,2020-08-01
34,MIAMI-DADE,1754,2020-08-01
35,MONROE,11,2020-08-01
36,NASSAU,2,2020-08-01
37,OKALOOSA,50,2020-08-01
38,OKEECHOBEE,10,2020-08-01
39,ORANGE,459,2020-08-01
40,OSCEOLA,145,2020-08-01
41,PALM BEACH,496,2020-08-01
42,PASCO,88,2020-08-01
43,PINELLAS,334,2020-08-01
44,POLK,293,2020-08-01
45,PUTNAM,14,2020-08-01
46,SANTA ROSA,11,2020-08-01
47,SARASOTA,116,2020-08-01
48,SEMINOLE,120,2020-08-01
49,ST. JOHNS,27,2020-08-01
50,ST. LUCIE,152,2020-08-01
51,SUMTER,34,2020-08-01
52,SUWANNEE,0,2020-08-01
53,TAYLOR,0,2020-08-01
54,UNION,0,2020-08-01
55,VOLUSIA,140,2020-08-01
56,WALTON,12,2020-08-01
57,WASHINGTON,7,2020-08-01
58,Grand Total,7814,2020-08-01
