,County,COVID Hospitalizations,Date
0,WASHINGTON,8,2020-12-10
1,WALTON,8,2020-12-10
2,VOLUSIA,106,2020-12-10
3,UNION,0,2020-12-10
4,TAYLOR,0,2020-12-10
5,SUWANNEE,0,2020-12-10
6,SUMTER,29,2020-12-10
7,ST. LUCIE,53,2020-12-10
8,ST. JOHNS,19,2020-12-10
9,SEMINOLE,57,2020-12-10
10,SARASOTA,105,2020-12-10
11,SANTA ROSA,15,2020-12-10
12,PUTNAM,16,2020-12-10
13,POLK,150,2020-12-10
14,PINELLAS,220,2020-12-10
15,PASCO,145,2020-12-10
16,PALM BEACH,300,2020-12-10
17,OSCEOLA,94,2020-12-10
18,ORANGE,210,2020-12-10
19,OKEECHOBEE,4,2020-12-10
20,OKALOOSA,51,2020-12-10
21,NASSAU,11,2020-12-10
22,MONROE,4,2020-12-10
23,MIAMI-DADE,791,2020-12-10
24,MARTIN,24,2020-12-10
25,MARION,55,2020-12-10
26,MANATEE,56,2020-12-10
27,MADISON,2,2020-12-10
28,LEON,48,2020-12-10
29,LEE,126,2020-12-10
30,LAKE,85,2020-12-10
31,JACKSON,17,2020-12-10
32,INDIAN RIVER,17,2020-12-10
33,HOLMES,3,2020-12-10
34,HILLSBOROUGH,274,2020-12-10
35,HIGHLANDS,51,2020-12-10
36,HERNANDO,58,2020-12-10
37,HENDRY,1,2020-12-10
38,HARDEE,0,2020-12-10
39,GULF,1,2020-12-10
40,GADSDEN,0,2020-12-10
41,FRANKLIN,0,2020-12-10
42,FLAGLER,15,2020-12-10
43,ESCAMBIA,116,2020-12-10
44,DUVAL,246,2020-12-10
45,DESOTO,6,2020-12-10
46,COLUMBIA,21,2020-12-10
47,COLLIER,96,2020-12-10
48,CLAY,59,2020-12-10
49,CITRUS,55,2020-12-10
50,CHARLOTTE,86,2020-12-10
51,CALHOUN,1,2020-12-10
52,BROWARD,415,2020-12-10
53,BREVARD,72,2020-12-10
54,BRADFORD,0,2020-12-10
55,BAY,36,2020-12-10
56,BAKER,4,2020-12-10
57,ALACHUA,107,2020-12-10
