,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-08-13
1,WALTON,9,2020-08-13
2,VOLUSIA,123,2020-08-13
3,UNION,0,2020-08-13
4,TAYLOR,1,2020-08-13
5,SUWANNEE,0,2020-08-13
6,SUMTER,18,2020-08-13
7,ST. LUCIE,112,2020-08-13
8,ST. JOHNS,28,2020-08-13
9,SEMINOLE,94,2020-08-13
10,SARASOTA,79,2020-08-13
11,SANTA ROSA,20,2020-08-13
12,PUTNAM,9,2020-08-13
13,POLK,206,2020-08-13
14,PINELLAS,255,2020-08-13
15,PASCO,73,2020-08-13
16,PALM BEACH,398,2020-08-13
17,OSCEOLA,111,2020-08-13
18,ORANGE,295,2020-08-13
19,OKEECHOBEE,14,2020-08-13
20,OKALOOSA,47,2020-08-13
21,NASSAU,4,2020-08-13
22,MONROE,8,2020-08-13
23,MIAMI-DADE,1293,2020-08-13
24,MARTIN,22,2020-08-13
25,MARION,108,2020-08-13
26,MANATEE,76,2020-08-13
27,MADISON,0,2020-08-13
28,LEON,83,2020-08-13
29,LEE,172,2020-08-13
30,LAKE,77,2020-08-13
31,JACKSON,17,2020-08-13
32,INDIAN RIVER,24,2020-08-13
33,HOLMES,2,2020-08-13
34,HILLSBOROUGH,336,2020-08-13
35,HIGHLANDS,51,2020-08-13
36,HERNANDO,49,2020-08-13
37,HENDRY,7,2020-08-13
38,HARDEE,0,2020-08-13
39,GULF,4,2020-08-13
40,GADSDEN,126,2020-08-13
41,FRANKLIN,0,2020-08-13
42,FLAGLER,15,2020-08-13
43,ESCAMBIA,163,2020-08-13
44,DUVAL,342,2020-08-13
45,DESOTO,2,2020-08-13
46,COLUMBIA,35,2020-08-13
47,COLLIER,117,2020-08-13
48,CLAY,59,2020-08-13
49,CITRUS,27,2020-08-13
50,CHARLOTTE,37,2020-08-13
51,CALHOUN,1,2020-08-13
52,BROWARD,864,2020-08-13
53,BREVARD,112,2020-08-13
54,BRADFORD,0,2020-08-13
55,BAY,70,2020-08-13
56,BAKER,4,2020-08-13
57,ALACHUA,126,2020-08-13
