,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-10-16
1,WALTON,5,2020-10-16
2,VOLUSIA,52,2020-10-16
3,UNION,13,2020-10-16
4,TAYLOR,0,2020-10-16
5,SUWANNEE,0,2020-10-16
6,SUMTER,20,2020-10-16
7,ST. LUCIE,31,2020-10-16
8,ST. JOHNS,12,2020-10-16
9,SEMINOLE,26,2020-10-16
10,SARASOTA,41,2020-10-16
11,SANTA ROSA,2,2020-10-16
12,PUTNAM,4,2020-10-16
13,POLK,83,2020-10-16
14,PINELLAS,121,2020-10-16
15,PASCO,43,2020-10-16
16,PALM BEACH,99,2020-10-16
17,OSCEOLA,71,2020-10-16
18,ORANGE,132,2020-10-16
19,OKEECHOBEE,8,2020-10-16
20,OKALOOSA,15,2020-10-16
21,NASSAU,3,2020-10-16
22,MONROE,7,2020-10-16
23,MIAMI-DADE,267,2020-10-16
24,MARTIN,9,2020-10-16
25,MARION,22,2020-10-16
26,MANATEE,32,2020-10-16
27,MADISON,0,2020-10-16
28,LEON,40,2020-10-16
29,LEE,50,2020-10-16
30,LAKE,40,2020-10-16
31,JACKSON,6,2020-10-16
32,INDIAN RIVER,5,2020-10-16
33,HOLMES,0,2020-10-16
34,HILLSBOROUGH,151,2020-10-16
35,HIGHLANDS,23,2020-10-16
36,HERNANDO,27,2020-10-16
37,HENDRY,3,2020-10-16
38,HARDEE,0,2020-10-16
39,GULF,0,2020-10-16
40,GADSDEN,9,2020-10-16
41,FRANKLIN,0,2020-10-16
42,FLAGLER,8,2020-10-16
43,ESCAMBIA,35,2020-10-16
44,DUVAL,129,2020-10-16
45,DESOTO,0,2020-10-16
46,COLUMBIA,27,2020-10-16
47,COLLIER,26,2020-10-16
48,CLAY,34,2020-10-16
49,CITRUS,10,2020-10-16
50,CHARLOTTE,23,2020-10-16
51,CALHOUN,2,2020-10-16
52,BROWARD,177,2020-10-16
53,BREVARD,77,2020-10-16
54,BRADFORD,0,2020-10-16
55,BAY,18,2020-10-16
56,BAKER,1,2020-10-16
57,ALACHUA,60,2020-10-16
