,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-11-24
1,WALTON,10,2020-11-24
2,VOLUSIA,76,2020-11-24
3,UNION,1,2020-11-24
4,TAYLOR,0,2020-11-24
5,SUWANNEE,0,2020-11-24
6,SUMTER,18,2020-11-24
7,ST. LUCIE,63,2020-11-24
8,ST. JOHNS,11,2020-11-24
9,SEMINOLE,57,2020-11-24
10,SARASOTA,70,2020-11-24
11,SANTA ROSA,14,2020-11-24
12,PUTNAM,11,2020-11-24
13,POLK,113,2020-11-24
14,PINELLAS,172,2020-11-24
15,PASCO,108,2020-11-24
16,PALM BEACH,270,2020-11-24
17,OSCEOLA,103,2020-11-24
18,ORANGE,183,2020-11-24
19,OKEECHOBEE,8,2020-11-24
20,OKALOOSA,46,2020-11-24
21,NASSAU,3,2020-11-24
22,MONROE,6,2020-11-24
23,MIAMI-DADE,535,2020-11-24
24,MARTIN,26,2020-11-24
25,MARION,62,2020-11-24
26,MANATEE,43,2020-11-24
27,MADISON,0,2020-11-24
28,LEON,39,2020-11-24
29,LEE,117,2020-11-24
30,LAKE,51,2020-11-24
31,JACKSON,29,2020-11-24
32,INDIAN RIVER,10,2020-11-24
33,HOLMES,1,2020-11-24
34,HILLSBOROUGH,261,2020-11-24
35,HIGHLANDS,64,2020-11-24
36,HERNANDO,54,2020-11-24
37,HENDRY,2,2020-11-24
38,HARDEE,0,2020-11-24
39,GULF,0,2020-11-24
40,GADSDEN,0,2020-11-24
41,FRANKLIN,0,2020-11-24
42,FLAGLER,7,2020-11-24
43,ESCAMBIA,60,2020-11-24
44,DUVAL,211,2020-11-24
45,DESOTO,20,2020-11-24
46,COLUMBIA,23,2020-11-24
47,COLLIER,74,2020-11-24
48,CLAY,42,2020-11-24
49,CITRUS,64,2020-11-24
50,CHARLOTTE,37,2020-11-24
51,CALHOUN,0,2020-11-24
52,BROWARD,387,2020-11-24
53,BREVARD,75,2020-11-24
54,BRADFORD,0,2020-11-24
55,BAY,42,2020-11-24
56,BAKER,1,2020-11-24
57,ALACHUA,99,2020-11-24
