,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-09-18
1,WALTON,2,2020-09-18
2,VOLUSIA,59,2020-09-18
3,UNION,13,2020-09-18
4,TAYLOR,0,2020-09-18
5,SUWANNEE,0,2020-09-18
6,SUMTER,10,2020-09-18
7,ST. LUCIE,47,2020-09-18
8,ST. JOHNS,15,2020-09-18
9,SEMINOLE,34,2020-09-18
10,SARASOTA,32,2020-09-18
11,SANTA ROSA,2,2020-09-18
12,PUTNAM,9,2020-09-18
13,POLK,115,2020-09-18
14,PINELLAS,101,2020-09-18
15,PASCO,30,2020-09-18
16,PALM BEACH,157,2020-09-18
17,OSCEOLA,42,2020-09-18
18,ORANGE,117,2020-09-18
19,OKEECHOBEE,16,2020-09-18
20,OKALOOSA,16,2020-09-18
21,NASSAU,2,2020-09-18
22,MONROE,2,2020-09-18
23,MIAMI-DADE,348,2020-09-18
24,MARTIN,18,2020-09-18
25,MARION,39,2020-09-18
26,MANATEE,12,2020-09-18
27,MADISON,0,2020-09-18
28,LEON,58,2020-09-18
29,LEE,55,2020-09-18
30,LAKE,36,2020-09-18
31,JACKSON,8,2020-09-18
32,INDIAN RIVER,4,2020-09-18
33,HOLMES,0,2020-09-18
34,HILLSBOROUGH,147,2020-09-18
35,HIGHLANDS,25,2020-09-18
36,HERNANDO,13,2020-09-18
37,HENDRY,2,2020-09-18
38,HARDEE,0,2020-09-18
39,GULF,0,2020-09-18
40,GADSDEN,44,2020-09-18
41,FRANKLIN,0,2020-09-18
42,FLAGLER,16,2020-09-18
43,ESCAMBIA,53,2020-09-18
44,DUVAL,145,2020-09-18
45,DESOTO,2,2020-09-18
46,COLUMBIA,12,2020-09-18
47,COLLIER,31,2020-09-18
48,CLAY,36,2020-09-18
49,CITRUS,24,2020-09-18
50,CHARLOTTE,32,2020-09-18
51,CALHOUN,0,2020-09-18
52,BROWARD,245,2020-09-18
53,BREVARD,44,2020-09-18
54,BRADFORD,0,2020-09-18
55,BAY,27,2020-09-18
56,BAKER,16,2020-09-18
57,ALACHUA,68,2020-09-18
