,County,COVID Hospitalizations,Date
0,WASHINGTON,7,2020-12-13
1,WALTON,9,2020-12-13
2,VOLUSIA,86,2020-12-13
3,UNION,0,2020-12-13
4,TAYLOR,0,2020-12-13
5,SUWANNEE,0,2020-12-13
6,SUMTER,31,2020-12-13
7,ST. LUCIE,57,2020-12-13
8,ST. JOHNS,21,2020-12-13
9,SEMINOLE,61,2020-12-13
10,SARASOTA,113,2020-12-13
11,SANTA ROSA,16,2020-12-13
12,PUTNAM,17,2020-12-13
13,POLK,156,2020-12-13
14,PINELLAS,207,2020-12-13
15,PASCO,122,2020-12-13
16,PALM BEACH,284,2020-12-13
17,OSCEOLA,109,2020-12-13
18,ORANGE,230,2020-12-13
19,OKEECHOBEE,6,2020-12-13
20,OKALOOSA,47,2020-12-13
21,NASSAU,9,2020-12-13
22,MONROE,7,2020-12-13
23,MIAMI-DADE,832,2020-12-13
24,MARTIN,31,2020-12-13
25,MARION,61,2020-12-13
26,MANATEE,50,2020-12-13
27,MADISON,1,2020-12-13
28,LEON,45,2020-12-13
29,LEE,125,2020-12-13
30,LAKE,98,2020-12-13
31,JACKSON,19,2020-12-13
32,INDIAN RIVER,15,2020-12-13
33,HOLMES,5,2020-12-13
34,HILLSBOROUGH,266,2020-12-13
35,HIGHLANDS,54,2020-12-13
36,HERNANDO,53,2020-12-13
37,HENDRY,1,2020-12-13
38,HARDEE,0,2020-12-13
39,GULF,0,2020-12-13
40,GADSDEN,0,2020-12-13
41,FRANKLIN,0,2020-12-13
42,FLAGLER,7,2020-12-13
43,ESCAMBIA,120,2020-12-13
44,DUVAL,253,2020-12-13
45,DESOTO,5,2020-12-13
46,COLUMBIA,24,2020-12-13
47,COLLIER,103,2020-12-13
48,CLAY,54,2020-12-13
49,CITRUS,45,2020-12-13
50,CHARLOTTE,88,2020-12-13
51,CALHOUN,0,2020-12-13
52,BROWARD,478,2020-12-13
53,BREVARD,82,2020-12-13
54,BRADFORD,0,2020-12-13
55,BAY,59,2020-12-13
56,BAKER,7,2020-12-13
57,ALACHUA,111,2020-12-13
