,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-11-23
1,WALTON,10,2020-11-23
2,VOLUSIA,77,2020-11-23
3,UNION,1,2020-11-23
4,TAYLOR,1,2020-11-23
5,SUWANNEE,0,2020-11-23
6,SUMTER,19,2020-11-23
7,ST. LUCIE,56,2020-11-23
8,ST. JOHNS,12,2020-11-23
9,SEMINOLE,56,2020-11-23
10,SARASOTA,92,2020-11-23
11,SANTA ROSA,14,2020-11-23
12,PUTNAM,10,2020-11-23
13,POLK,113,2020-11-23
14,PINELLAS,165,2020-11-23
15,PASCO,108,2020-11-23
16,PALM BEACH,265,2020-11-23
17,OSCEOLA,99,2020-11-23
18,ORANGE,181,2020-11-23
19,OKEECHOBEE,9,2020-11-23
20,OKALOOSA,42,2020-11-23
21,NASSAU,2,2020-11-23
22,MONROE,7,2020-11-23
23,MIAMI-DADE,525,2020-11-23
24,MARTIN,22,2020-11-23
25,MARION,56,2020-11-23
26,MANATEE,43,2020-11-23
27,MADISON,0,2020-11-23
28,LEON,39,2020-11-23
29,LEE,112,2020-11-23
30,LAKE,48,2020-11-23
31,JACKSON,26,2020-11-23
32,INDIAN RIVER,11,2020-11-23
33,HOLMES,1,2020-11-23
34,HILLSBOROUGH,255,2020-11-23
35,HIGHLANDS,67,2020-11-23
36,HERNANDO,53,2020-11-23
37,HENDRY,2,2020-11-23
38,HARDEE,0,2020-11-23
39,GULF,1,2020-11-23
40,GADSDEN,0,2020-11-23
41,FRANKLIN,0,2020-11-23
42,FLAGLER,8,2020-11-23
43,ESCAMBIA,58,2020-11-23
44,DUVAL,198,2020-11-23
45,DESOTO,20,2020-11-23
46,COLUMBIA,23,2020-11-23
47,COLLIER,75,2020-11-23
48,CLAY,40,2020-11-23
49,CITRUS,64,2020-11-23
50,CHARLOTTE,39,2020-11-23
51,CALHOUN,0,2020-11-23
52,BROWARD,372,2020-11-23
53,BREVARD,77,2020-11-23
54,BRADFORD,0,2020-11-23
55,BAY,36,2020-11-23
56,BAKER,3,2020-11-23
57,ALACHUA,95,2020-11-23
