,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-11-04
1,WALTON,4,2020-11-04
2,VOLUSIA,55,2020-11-04
3,UNION,4,2020-11-04
4,TAYLOR,0,2020-11-04
5,SUWANNEE,0,2020-11-04
6,SUMTER,13,2020-11-04
7,ST. LUCIE,54,2020-11-04
8,ST. JOHNS,9,2020-11-04
9,SEMINOLE,47,2020-11-04
10,SARASOTA,61,2020-11-04
11,SANTA ROSA,4,2020-11-04
12,PUTNAM,6,2020-11-04
13,POLK,72,2020-11-04
14,PINELLAS,134,2020-11-04
15,PASCO,58,2020-11-04
16,PALM BEACH,158,2020-11-04
17,OSCEOLA,70,2020-11-04
18,ORANGE,132,2020-11-04
19,OKEECHOBEE,1,2020-11-04
20,OKALOOSA,33,2020-11-04
21,NASSAU,3,2020-11-04
22,MONROE,3,2020-11-04
23,MIAMI-DADE,334,2020-11-04
24,MARTIN,4,2020-11-04
25,MARION,24,2020-11-04
26,MANATEE,33,2020-11-04
27,MADISON,0,2020-11-04
28,LEON,43,2020-11-04
29,LEE,70,2020-11-04
30,LAKE,33,2020-11-04
31,JACKSON,10,2020-11-04
32,INDIAN RIVER,15,2020-11-04
33,HOLMES,1,2020-11-04
34,HILLSBOROUGH,182,2020-11-04
35,HIGHLANDS,31,2020-11-04
36,HERNANDO,28,2020-11-04
37,HENDRY,1,2020-11-04
38,HARDEE,0,2020-11-04
39,GULF,2,2020-11-04
40,GADSDEN,0,2020-11-04
41,FRANKLIN,0,2020-11-04
42,FLAGLER,7,2020-11-04
43,ESCAMBIA,52,2020-11-04
44,DUVAL,152,2020-11-04
45,DESOTO,1,2020-11-04
46,COLUMBIA,19,2020-11-04
47,COLLIER,46,2020-11-04
48,CLAY,25,2020-11-04
49,CITRUS,22,2020-11-04
50,CHARLOTTE,34,2020-11-04
51,CALHOUN,0,2020-11-04
52,BROWARD,248,2020-11-04
53,BREVARD,70,2020-11-04
54,BRADFORD,0,2020-11-04
55,BAY,16,2020-11-04
56,BAKER,2,2020-11-04
57,ALACHUA,58,2020-11-04
