,County,COVID Hospitalizations,Date
0,ALACHUA,78,2020-09-01
1,BAKER,0,2020-09-01
2,BAY,16,2020-09-01
3,BRADFORD,0,2020-09-01
4,BREVARD,92,2020-09-01
5,BROWARD,423,2020-09-01
6,CALHOUN,0,2020-09-01
7,CHARLOTTE,34,2020-09-01
8,CITRUS,27,2020-09-01
9,CLAY,39,2020-09-01
10,COLLIER,50,2020-09-01
11,COLUMBIA,14,2020-09-01
12,DESOTO,2,2020-09-01
13,DUVAL,198,2020-09-01
14,ESCAMBIA,99,2020-09-01
15,FLAGLER,5,2020-09-01
16,FRANKLIN,0,2020-09-01
17,GADSDEN,134,2020-09-01
18,GULF,1,2020-09-01
19,HARDEE,0,2020-09-01
20,HENDRY,2,2020-09-01
21,HERNANDO,26,2020-09-01
22,HIGHLANDS,23,2020-09-01
23,HILLSBOROUGH,186,2020-09-01
24,HOLMES,0,2020-09-01
25,INDIAN RIVER,6,2020-09-01
26,JACKSON,14,2020-09-01
27,LAKE,93,2020-09-01
28,LEE,115,2020-09-01
29,LEON,80,2020-09-01
30,MADISON,0,2020-09-01
31,MANATEE,26,2020-09-01
32,MARION,65,2020-09-01
33,MARTIN,11,2020-09-01
34,MIAMI-DADE,648,2020-09-01
35,MONROE,2,2020-09-01
36,NASSAU,8,2020-09-01
37,OKALOOSA,28,2020-09-01
38,OKEECHOBEE,11,2020-09-01
39,ORANGE,169,2020-09-01
40,OSCEOLA,68,2020-09-01
41,PALM BEACH,215,2020-09-01
42,PASCO,47,2020-09-01
43,PINELLAS,136,2020-09-01
44,POLK,133,2020-09-01
45,PUTNAM,11,2020-09-01
46,SANTA ROSA,12,2020-09-01
47,SARASOTA,46,2020-09-01
48,SEMINOLE,51,2020-09-01
49,ST. JOHNS,8,2020-09-01
50,ST. LUCIE,75,2020-09-01
51,SUMTER,13,2020-09-01
52,SUWANNEE,0,2020-09-01
53,TAYLOR,0,2020-09-01
54,UNION,9,2020-09-01
55,VOLUSIA,49,2020-09-01
56,WALTON,3,2020-09-01
57,WASHINGTON,6,2020-09-01
58,Grand Total,3607,2020-09-01
