,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-07-22
1,WALTON,9,2020-07-22
2,VOLUSIA,154,2020-07-22
3,UNION,0,2020-07-22
4,TAYLOR,0,2020-07-22
5,SUWANNEE,0,2020-07-22
6,SUMTER,33,2020-07-22
7,ST. LUCIE,156,2020-07-22
8,ST. JOHNS,40,2020-07-22
9,SEMINOLE,177,2020-07-22
10,SARASOTA,158,2020-07-22
11,SANTA ROSA,21,2020-07-22
12,PUTNAM,17,2020-07-22
13,POLK,301,2020-07-22
14,PINELLAS,457,2020-07-22
15,PASCO,134,2020-07-22
16,PALM BEACH,601,2020-07-22
17,OSCEOLA,243,2020-07-22
18,ORANGE,577,2020-07-22
19,OKEECHOBEE,16,2020-07-22
20,OKALOOSA,42,2020-07-22
21,NASSAU,3,2020-07-22
22,MONROE,21,2020-07-22
23,MIAMI-DADE,2008,2020-07-22
24,MARTIN,43,2020-07-22
25,MARION,99,2020-07-22
26,MANATEE,133,2020-07-22
27,MADISON,0,2020-07-22
28,LEON,72,2020-07-22
29,LEE,270,2020-07-22
30,LAKE,111,2020-07-22
31,JACKSON,23,2020-07-22
32,INDIAN RIVER,25,2020-07-22
33,HOLMES,1,2020-07-22
34,HILLSBOROUGH,602,2020-07-22
35,HIGHLANDS,55,2020-07-22
36,HERNANDO,74,2020-07-22
37,HENDRY,8,2020-07-22
38,HARDEE,0,2020-07-22
39,GULF,1,2020-07-22
40,GADSDEN,14,2020-07-22
41,FRANKLIN,0,2020-07-22
42,FLAGLER,21,2020-07-22
43,ESCAMBIA,202,2020-07-22
44,DUVAL,512,2020-07-22
45,DESOTO,4,2020-07-22
46,COLUMBIA,37,2020-07-22
47,COLLIER,170,2020-07-22
48,CLAY,80,2020-07-22
49,CITRUS,29,2020-07-22
50,CHARLOTTE,65,2020-07-22
51,CALHOUN,1,2020-07-22
52,BROWARD,1313,2020-07-22
53,BREVARD,133,2020-07-22
54,BRADFORD,0,2020-07-22
55,BAY,91,2020-07-22
56,BAKER,34,2020-07-22
57,ALACHUA,124,2020-07-22
