,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-09-03
1,WALTON,5,2020-09-03
2,VOLUSIA,55,2020-09-03
3,UNION,8,2020-09-03
4,TAYLOR,0,2020-09-03
5,SUWANNEE,0,2020-09-03
6,SUMTER,14,2020-09-03
7,ST. LUCIE,76,2020-09-03
8,ST. JOHNS,10,2020-09-03
9,SEMINOLE,49,2020-09-03
10,SARASOTA,45,2020-09-03
11,SANTA ROSA,8,2020-09-03
12,PUTNAM,4,2020-09-03
13,POLK,128,2020-09-03
14,PINELLAS,137,2020-09-03
15,PASCO,38,2020-09-03
16,PALM BEACH,214,2020-09-03
17,OSCEOLA,64,2020-09-03
18,ORANGE,145,2020-09-03
19,OKEECHOBEE,11,2020-09-03
20,OKALOOSA,28,2020-09-03
21,NASSAU,8,2020-09-03
22,MONROE,1,2020-09-03
23,MIAMI-DADE,628,2020-09-03
24,MARTIN,11,2020-09-03
25,MARION,69,2020-09-03
26,MANATEE,24,2020-09-03
27,MADISON,1,2020-09-03
28,LEON,80,2020-09-03
29,LEE,97,2020-09-03
30,LAKE,75,2020-09-03
31,JACKSON,8,2020-09-03
32,INDIAN RIVER,8,2020-09-03
33,HOLMES,0,2020-09-03
34,HILLSBOROUGH,152,2020-09-03
35,HIGHLANDS,24,2020-09-03
36,HERNANDO,24,2020-09-03
37,HENDRY,0,2020-09-03
38,HARDEE,0,2020-09-03
39,GULF,0,2020-09-03
40,GADSDEN,118,2020-09-03
41,FRANKLIN,0,2020-09-03
42,FLAGLER,8,2020-09-03
43,ESCAMBIA,77,2020-09-03
44,DUVAL,228,2020-09-03
45,DESOTO,3,2020-09-03
46,COLUMBIA,10,2020-09-03
47,COLLIER,44,2020-09-03
48,CLAY,39,2020-09-03
49,CITRUS,23,2020-09-03
50,CHARLOTTE,32,2020-09-03
51,CALHOUN,0,2020-09-03
52,BROWARD,392,2020-09-03
53,BREVARD,78,2020-09-03
54,BRADFORD,0,2020-09-03
55,BAY,24,2020-09-03
56,BAKER,30,2020-09-03
57,ALACHUA,77,2020-09-03
