,County,COVID Hospitalizations,Date
0,WASHINGTON,0,2020-09-21
1,WALTON,2,2020-09-21
2,VOLUSIA,66,2020-09-21
3,UNION,10,2020-09-21
4,TAYLOR,0,2020-09-21
5,SUWANNEE,0,2020-09-21
6,SUMTER,12,2020-09-21
7,ST. LUCIE,46,2020-09-21
8,ST. JOHNS,14,2020-09-21
9,SEMINOLE,26,2020-09-21
10,SARASOTA,32,2020-09-21
11,SANTA ROSA,1,2020-09-21
12,PUTNAM,6,2020-09-21
13,POLK,111,2020-09-21
14,PINELLAS,99,2020-09-21
15,PASCO,33,2020-09-21
16,PALM BEACH,154,2020-09-21
17,OSCEOLA,46,2020-09-21
18,ORANGE,119,2020-09-21
19,OKEECHOBEE,12,2020-09-21
20,OKALOOSA,15,2020-09-21
21,NASSAU,1,2020-09-21
22,MONROE,2,2020-09-21
23,MIAMI-DADE,314,2020-09-21
24,MARTIN,17,2020-09-21
25,MARION,34,2020-09-21
26,MANATEE,14,2020-09-21
27,MADISON,0,2020-09-21
28,LEON,55,2020-09-21
29,LEE,62,2020-09-21
30,LAKE,27,2020-09-21
31,JACKSON,9,2020-09-21
32,INDIAN RIVER,2,2020-09-21
33,HOLMES,0,2020-09-21
34,HILLSBOROUGH,136,2020-09-21
35,HIGHLANDS,24,2020-09-21
36,HERNANDO,17,2020-09-21
37,HENDRY,2,2020-09-21
38,HARDEE,0,2020-09-21
39,GULF,0,2020-09-21
40,GADSDEN,27,2020-09-21
41,FRANKLIN,0,2020-09-21
42,FLAGLER,20,2020-09-21
43,ESCAMBIA,45,2020-09-21
44,DUVAL,137,2020-09-21
45,DESOTO,0,2020-09-21
46,COLUMBIA,17,2020-09-21
47,COLLIER,28,2020-09-21
48,CLAY,29,2020-09-21
49,CITRUS,19,2020-09-21
50,CHARLOTTE,30,2020-09-21
51,CALHOUN,0,2020-09-21
52,BROWARD,242,2020-09-21
53,BREVARD,43,2020-09-21
54,BRADFORD,0,2020-09-21
55,BAY,24,2020-09-21
56,BAKER,13,2020-09-21
57,ALACHUA,72,2020-09-21
