,County,COVID Hospitalizations,Date
0,WASHINGTON,9,2020-12-25
1,WALTON,17,2020-12-25
2,VOLUSIA,88,2020-12-25
3,UNION,0,2020-12-25
4,TAYLOR,0,2020-12-25
5,SUWANNEE,0,2020-12-25
6,SUMTER,48,2020-12-25
7,ST. LUCIE,100,2020-12-25
8,ST. JOHNS,26,2020-12-25
9,SEMINOLE,92,2020-12-25
10,SARASOTA,123,2020-12-25
11,SANTA ROSA,32,2020-12-25
12,PUTNAM,15,2020-12-25
13,POLK,188,2020-12-25
14,PINELLAS,270,2020-12-25
15,PASCO,160,2020-12-25
16,PALM BEACH,300,2020-12-25
17,OSCEOLA,117,2020-12-25
18,ORANGE,295,2020-12-25
19,OKEECHOBEE,8,2020-12-25
20,OKALOOSA,44,2020-12-25
21,NASSAU,14,2020-12-25
22,MONROE,3,2020-12-25
23,MIAMI-DADE,975,2020-12-25
24,MARTIN,34,2020-12-25
25,MARION,96,2020-12-25
26,MANATEE,70,2020-12-25
27,MADISON,0,2020-12-25
28,LEON,72,2020-12-25
29,LEE,118,2020-12-25
30,LAKE,135,2020-12-25
31,JACKSON,6,2020-12-25
32,INDIAN RIVER,32,2020-12-25
33,HOLMES,3,2020-12-25
34,HILLSBOROUGH,369,2020-12-25
35,HIGHLANDS,49,2020-12-25
36,HERNANDO,59,2020-12-25
37,HENDRY,3,2020-12-25
38,HARDEE,0,2020-12-25
39,GULF,2,2020-12-25
40,GADSDEN,0,2020-12-25
41,FRANKLIN,0,2020-12-25
42,FLAGLER,12,2020-12-25
43,ESCAMBIA,124,2020-12-25
44,DUVAL,336,2020-12-25
45,DESOTO,7,2020-12-25
46,COLUMBIA,25,2020-12-25
47,COLLIER,72,2020-12-25
48,CLAY,83,2020-12-25
49,CITRUS,37,2020-12-25
50,CHARLOTTE,96,2020-12-25
51,CALHOUN,0,2020-12-25
52,BROWARD,532,2020-12-25
53,BREVARD,87,2020-12-25
54,BRADFORD,0,2020-12-25
55,BAY,85,2020-12-25
56,BAKER,2,2020-12-25
57,ALACHUA,154,2020-12-25
