,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-07-17
1,WALTON,7,2020-07-17
2,VOLUSIA,143,2020-07-17
3,UNION,0,2020-07-17
4,TAYLOR,0,2020-07-17
5,SUWANNEE,0,2020-07-17
6,SUMTER,30,2020-07-17
7,ST. LUCIE,138,2020-07-17
8,ST. JOHNS,32,2020-07-17
9,SEMINOLE,171,2020-07-17
10,SARASOTA,142,2020-07-17
11,SANTA ROSA,21,2020-07-17
12,PUTNAM,15,2020-07-17
13,POLK,299,2020-07-17
14,PINELLAS,428,2020-07-17
15,PASCO,132,2020-07-17
16,PALM BEACH,633,2020-07-17
17,OSCEOLA,175,2020-07-17
18,ORANGE,625,2020-07-17
19,OKEECHOBEE,17,2020-07-17
20,OKALOOSA,47,2020-07-17
21,NASSAU,5,2020-07-17
22,MONROE,7,2020-07-17
23,MIAMI-DADE,1904,2020-07-17
24,MARTIN,35,2020-07-17
25,MARION,61,2020-07-17
26,MANATEE,114,2020-07-17
27,MADISON,1,2020-07-17
28,LEON,71,2020-07-17
29,LEE,258,2020-07-17
30,LAKE,134,2020-07-17
31,JACKSON,34,2020-07-17
32,INDIAN RIVER,28,2020-07-17
33,HOLMES,1,2020-07-17
34,HILLSBOROUGH,465,2020-07-17
35,HIGHLANDS,65,2020-07-17
36,HERNANDO,97,2020-07-17
37,HENDRY,3,2020-07-17
38,HARDEE,0,2020-07-17
39,GULF,2,2020-07-17
40,GADSDEN,3,2020-07-17
41,FRANKLIN,0,2020-07-17
42,FLAGLER,16,2020-07-17
43,ESCAMBIA,175,2020-07-17
44,DUVAL,489,2020-07-17
45,DESOTO,5,2020-07-17
46,COLUMBIA,20,2020-07-17
47,COLLIER,195,2020-07-17
48,CLAY,78,2020-07-17
49,CITRUS,24,2020-07-17
50,CHARLOTTE,37,2020-07-17
51,CALHOUN,2,2020-07-17
52,BROWARD,1199,2020-07-17
53,BREVARD,142,2020-07-17
54,BRADFORD,0,2020-07-17
55,BAY,80,2020-07-17
56,BAKER,33,2020-07-17
57,ALACHUA,119,2020-07-17
