,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-09-30
1,WALTON,4,2020-09-30
2,VOLUSIA,49,2020-09-30
3,UNION,15,2020-09-30
4,TAYLOR,0,2020-09-30
5,SUWANNEE,0,2020-09-30
6,SUMTER,9,2020-09-30
7,ST. LUCIE,55,2020-09-30
8,ST. JOHNS,14,2020-09-30
9,SEMINOLE,30,2020-09-30
10,SARASOTA,33,2020-09-30
11,SANTA ROSA,5,2020-09-30
12,PUTNAM,9,2020-09-30
13,POLK,87,2020-09-30
14,PINELLAS,91,2020-09-30
15,PASCO,40,2020-09-30
16,PALM BEACH,111,2020-09-30
17,OSCEOLA,71,2020-09-30
18,ORANGE,112,2020-09-30
19,OKEECHOBEE,10,2020-09-30
20,OKALOOSA,16,2020-09-30
21,NASSAU,1,2020-09-30
22,MONROE,5,2020-09-30
23,MIAMI-DADE,269,2020-09-30
24,MARTIN,16,2020-09-30
25,MARION,39,2020-09-30
26,MANATEE,24,2020-09-30
27,MADISON,0,2020-09-30
28,LEON,44,2020-09-30
29,LEE,32,2020-09-30
30,LAKE,35,2020-09-30
31,JACKSON,5,2020-09-30
32,INDIAN RIVER,7,2020-09-30
33,HOLMES,0,2020-09-30
34,HILLSBOROUGH,147,2020-09-30
35,HIGHLANDS,22,2020-09-30
36,HERNANDO,24,2020-09-30
37,HENDRY,3,2020-09-30
38,HARDEE,0,2020-09-30
39,GULF,0,2020-09-30
40,GADSDEN,22,2020-09-30
41,FRANKLIN,0,2020-09-30
42,FLAGLER,9,2020-09-30
43,ESCAMBIA,44,2020-09-30
44,DUVAL,130,2020-09-30
45,DESOTO,0,2020-09-30
46,COLUMBIA,20,2020-09-30
47,COLLIER,21,2020-09-30
48,CLAY,29,2020-09-30
49,CITRUS,17,2020-09-30
50,CHARLOTTE,26,2020-09-30
51,CALHOUN,0,2020-09-30
52,BROWARD,186,2020-09-30
53,BREVARD,59,2020-09-30
54,BRADFORD,0,2020-09-30
55,BAY,24,2020-09-30
56,BAKER,2,2020-09-30
57,ALACHUA,61,2020-09-30
