,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-07-12
1,WALTON,4,2020-07-12
2,VOLUSIA,142,2020-07-12
3,UNION,0,2020-07-12
4,TAYLOR,0,2020-07-12
5,SUWANNEE,0,2020-07-12
6,SUMTER,20,2020-07-12
7,ST. LUCIE,130,2020-07-12
8,ST. JOHNS,36,2020-07-12
9,SEMINOLE,164,2020-07-12
10,SARASOTA,129,2020-07-12
11,SANTA ROSA,20,2020-07-12
12,PUTNAM,21,2020-07-12
13,POLK,142,2020-07-12
14,PINELLAS,215,2020-07-12
15,PASCO,97,2020-07-12
16,PALM BEACH,622,2020-07-12
17,OSCEOLA,202,2020-07-12
18,ORANGE,561,2020-07-12
19,OKEECHOBEE,14,2020-07-12
20,OKALOOSA,39,2020-07-12
21,NASSAU,6,2020-07-12
22,MONROE,15,2020-07-12
23,MIAMI-DADE,1808,2020-07-12
24,MARTIN,48,2020-07-12
25,MARION,97,2020-07-12
26,MANATEE,89,2020-07-12
27,MADISON,0,2020-07-12
28,LEON,71,2020-07-12
29,LEE,234,2020-07-12
30,LAKE,113,2020-07-12
31,JACKSON,33,2020-07-12
32,INDIAN RIVER,34,2020-07-12
33,HOLMES,0,2020-07-12
34,HILLSBOROUGH,265,2020-07-12
35,HIGHLANDS,45,2020-07-12
36,HERNANDO,62,2020-07-12
37,HENDRY,5,2020-07-12
38,HARDEE,0,2020-07-12
39,GULF,2,2020-07-12
40,GADSDEN,0,2020-07-12
41,FRANKLIN,0,2020-07-12
42,FLAGLER,20,2020-07-12
43,ESCAMBIA,160,2020-07-12
44,DUVAL,530,2020-07-12
45,DESOTO,2,2020-07-12
46,COLUMBIA,20,2020-07-12
47,COLLIER,188,2020-07-12
48,CLAY,49,2020-07-12
49,CITRUS,21,2020-07-12
50,CHARLOTTE,39,2020-07-12
51,CALHOUN,1,2020-07-12
52,BROWARD,1211,2020-07-12
53,BREVARD,120,2020-07-12
54,BAY,58,2020-07-12
55,BAKER,37,2020-07-12
56,ALACHUA,106,2020-07-12
