,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-11-26
1,WALTON,9,2020-11-26
2,VOLUSIA,88,2020-11-26
3,UNION,1,2020-11-26
4,TAYLOR,1,2020-11-26
5,SUWANNEE,0,2020-11-26
6,SUMTER,19,2020-11-26
7,ST. LUCIE,64,2020-11-26
8,ST. JOHNS,15,2020-11-26
9,SEMINOLE,54,2020-11-26
10,SARASOTA,71,2020-11-26
11,SANTA ROSA,18,2020-11-26
12,PUTNAM,8,2020-11-26
13,POLK,119,2020-11-26
14,PINELLAS,168,2020-11-26
15,PASCO,116,2020-11-26
16,PALM BEACH,268,2020-11-26
17,OSCEOLA,96,2020-11-26
18,ORANGE,139,2020-11-26
19,OKEECHOBEE,10,2020-11-26
20,OKALOOSA,41,2020-11-26
21,NASSAU,0,2020-11-26
22,MONROE,6,2020-11-26
23,MIAMI-DADE,561,2020-11-26
24,MARTIN,19,2020-11-26
25,MARION,52,2020-11-26
26,MANATEE,46,2020-11-26
27,MADISON,0,2020-11-26
28,LEON,34,2020-11-26
29,LEE,110,2020-11-26
30,LAKE,52,2020-11-26
31,JACKSON,28,2020-11-26
32,INDIAN RIVER,14,2020-11-26
33,HOLMES,1,2020-11-26
34,HILLSBOROUGH,236,2020-11-26
35,HIGHLANDS,53,2020-11-26
36,HERNANDO,63,2020-11-26
37,HENDRY,2,2020-11-26
38,HARDEE,0,2020-11-26
39,GULF,0,2020-11-26
40,GADSDEN,0,2020-11-26
41,FRANKLIN,0,2020-11-26
42,FLAGLER,7,2020-11-26
43,ESCAMBIA,78,2020-11-26
44,DUVAL,178,2020-11-26
45,DESOTO,10,2020-11-26
46,COLUMBIA,21,2020-11-26
47,COLLIER,81,2020-11-26
48,CLAY,41,2020-11-26
49,CITRUS,63,2020-11-26
50,CHARLOTTE,47,2020-11-26
51,CALHOUN,0,2020-11-26
52,BROWARD,408,2020-11-26
53,BREVARD,82,2020-11-26
54,BRADFORD,0,2020-11-26
55,BAY,36,2020-11-26
56,BAKER,0,2020-11-26
57,ALACHUA,103,2020-11-26
