,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-08-24
1,WALTON,2,2020-08-24
2,VOLUSIA,96,2020-08-24
3,UNION,4,2020-08-24
4,TAYLOR,0,2020-08-24
5,SUWANNEE,0,2020-08-24
6,SUMTER,15,2020-08-24
7,ST. LUCIE,76,2020-08-24
8,ST. JOHNS,11,2020-08-24
9,SEMINOLE,75,2020-08-24
10,SARASOTA,54,2020-08-24
11,SANTA ROSA,18,2020-08-24
12,PUTNAM,6,2020-08-24
13,POLK,178,2020-08-24
14,PINELLAS,151,2020-08-24
15,PASCO,51,2020-08-24
16,PALM BEACH,237,2020-08-24
17,OSCEOLA,88,2020-08-24
18,ORANGE,236,2020-08-24
19,OKEECHOBEE,12,2020-08-24
20,OKALOOSA,33,2020-08-24
21,NASSAU,10,2020-08-24
22,MONROE,4,2020-08-24
23,MIAMI-DADE,903,2020-08-24
24,MARTIN,23,2020-08-24
25,MARION,94,2020-08-24
26,MANATEE,39,2020-08-24
27,MADISON,0,2020-08-24
28,LEON,89,2020-08-24
29,LEE,134,2020-08-24
30,LAKE,68,2020-08-24
31,JACKSON,14,2020-08-24
32,INDIAN RIVER,9,2020-08-24
33,HOLMES,3,2020-08-24
34,HILLSBOROUGH,242,2020-08-24
35,HIGHLANDS,24,2020-08-24
36,HERNANDO,31,2020-08-24
37,HENDRY,2,2020-08-24
38,HARDEE,0,2020-08-24
39,GULF,1,2020-08-24
40,GADSDEN,114,2020-08-24
41,FRANKLIN,0,2020-08-24
42,FLAGLER,10,2020-08-24
43,ESCAMBIA,115,2020-08-24
44,DUVAL,258,2020-08-24
45,DESOTO,2,2020-08-24
46,COLUMBIA,21,2020-08-24
47,COLLIER,71,2020-08-24
48,CLAY,58,2020-08-24
49,CITRUS,29,2020-08-24
50,CHARLOTTE,45,2020-08-24
51,CALHOUN,0,2020-08-24
52,BROWARD,605,2020-08-24
53,BREVARD,99,2020-08-24
54,BRADFORD,0,2020-08-24
55,BAY,69,2020-08-24
56,BAKER,0,2020-08-24
57,ALACHUA,121,2020-08-24
