,County,COVID Hospitalizations,Date
0,ALACHUA,111,2020-07-15
1,BAKER,33,2020-07-15
2,BAY,65,2020-07-15
3,BRADFORD,0,2020-07-15
4,BREVARD,128,2020-07-15
5,BROWARD,1170,2020-07-15
6,CALHOUN,2,2020-07-15
7,CHARLOTTE,36,2020-07-15
8,CITRUS,18,2020-07-15
9,CLAY,56,2020-07-15
10,COLLIER,200,2020-07-15
11,COLUMBIA,23,2020-07-15
12,DESOTO,4,2020-07-15
13,DUVAL,519,2020-07-15
14,ESCAMBIA,168,2020-07-15
15,FLAGLER,22,2020-07-15
16,FRANKLIN,0,2020-07-15
17,GADSDEN,1,2020-07-15
18,GULF,2,2020-07-15
19,HARDEE,0,2020-07-15
20,HENDRY,0,2020-07-15
21,HERNANDO,69,2020-07-15
22,HIGHLANDS,54,2020-07-15
23,HILLSBOROUGH,255,2020-07-15
24,HOLMES,0,2020-07-15
25,INDIAN RIVER,35,2020-07-15
26,JACKSON,36,2020-07-15
27,LAKE,129,2020-07-15
28,LEE,243,2020-07-15
29,LEON,63,2020-07-15
30,MADISON,0,2020-07-15
31,MANATEE,81,2020-07-15
32,MARION,96,2020-07-15
33,MARTIN,39,2020-07-15
34,MIAMI-DADE,1849,2020-07-15
35,MONROE,19,2020-07-15
36,NASSAU,4,2020-07-15
37,OKALOOSA,43,2020-07-15
38,OKEECHOBEE,17,2020-07-15
39,ORANGE,582,2020-07-15
40,OSCEOLA,181,2020-07-15
41,PALM BEACH,649,2020-07-15
42,PASCO,109,2020-07-15
43,PINELLAS,238,2020-07-15
44,POLK,153,2020-07-15
45,PUTNAM,13,2020-07-15
46,SANTA ROSA,23,2020-07-15
47,SARASOTA,148,2020-07-15
48,SEMINOLE,168,2020-07-15
49,ST. JOHNS,31,2020-07-15
50,ST. LUCIE,133,2020-07-15
51,SUMTER,29,2020-07-15
52,SUWANNEE,0,2020-07-15
53,TAYLOR,0,2020-07-15
54,UNION,0,2020-07-15
55,VOLUSIA,155,2020-07-15
56,WALTON,7,2020-07-15
57,WASHINGTON,5,2020-07-15
58,Grand Total,8214,2020-07-15
