,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-10-01
1,WALTON,3,2020-10-01
2,VOLUSIA,46,2020-10-01
3,UNION,14,2020-10-01
4,TAYLOR,0,2020-10-01
5,SUWANNEE,0,2020-10-01
6,SUMTER,9,2020-10-01
7,ST. LUCIE,52,2020-10-01
8,ST. JOHNS,14,2020-10-01
9,SEMINOLE,28,2020-10-01
10,SARASOTA,28,2020-10-01
11,SANTA ROSA,5,2020-10-01
12,PUTNAM,9,2020-10-01
13,POLK,93,2020-10-01
14,PINELLAS,88,2020-10-01
15,PASCO,33,2020-10-01
16,PALM BEACH,110,2020-10-01
17,OSCEOLA,72,2020-10-01
18,ORANGE,120,2020-10-01
19,OKEECHOBEE,9,2020-10-01
20,OKALOOSA,17,2020-10-01
21,NASSAU,1,2020-10-01
22,MONROE,5,2020-10-01
23,MIAMI-DADE,280,2020-10-01
24,MARTIN,15,2020-10-01
25,MARION,32,2020-10-01
26,MANATEE,26,2020-10-01
27,MADISON,0,2020-10-01
28,LEON,50,2020-10-01
29,LEE,25,2020-10-01
30,LAKE,34,2020-10-01
31,JACKSON,7,2020-10-01
32,INDIAN RIVER,8,2020-10-01
33,HOLMES,0,2020-10-01
34,HILLSBOROUGH,148,2020-10-01
35,HIGHLANDS,24,2020-10-01
36,HERNANDO,15,2020-10-01
37,HENDRY,2,2020-10-01
38,HARDEE,0,2020-10-01
39,GULF,0,2020-10-01
40,GADSDEN,18,2020-10-01
41,FRANKLIN,0,2020-10-01
42,FLAGLER,9,2020-10-01
43,ESCAMBIA,37,2020-10-01
44,DUVAL,128,2020-10-01
45,DESOTO,0,2020-10-01
46,COLUMBIA,17,2020-10-01
47,COLLIER,21,2020-10-01
48,CLAY,28,2020-10-01
49,CITRUS,19,2020-10-01
50,CHARLOTTE,24,2020-10-01
51,CALHOUN,0,2020-10-01
52,BROWARD,202,2020-10-01
53,BREVARD,75,2020-10-01
54,BRADFORD,0,2020-10-01
55,BAY,23,2020-10-01
56,BAKER,2,2020-10-01
57,ALACHUA,56,2020-10-01
