,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-08-21
1,WALTON,6,2020-08-21
2,VOLUSIA,102,2020-08-21
3,UNION,0,2020-08-21
4,TAYLOR,0,2020-08-21
5,SUWANNEE,0,2020-08-21
6,SUMTER,16,2020-08-21
7,ST. LUCIE,73,2020-08-21
8,ST. JOHNS,14,2020-08-21
9,SEMINOLE,68,2020-08-21
10,SARASOTA,74,2020-08-21
11,SANTA ROSA,12,2020-08-21
12,PUTNAM,11,2020-08-21
13,POLK,148,2020-08-21
14,PINELLAS,169,2020-08-21
15,PASCO,60,2020-08-21
16,PALM BEACH,288,2020-08-21
17,OSCEOLA,85,2020-08-21
18,ORANGE,259,2020-08-21
19,OKEECHOBEE,10,2020-08-21
20,OKALOOSA,31,2020-08-21
21,NASSAU,10,2020-08-21
22,MONROE,4,2020-08-21
23,MIAMI-DADE,937,2020-08-21
24,MARTIN,27,2020-08-21
25,MARION,103,2020-08-21
26,MANATEE,48,2020-08-21
27,MADISON,0,2020-08-21
28,LEON,89,2020-08-21
29,LEE,140,2020-08-21
30,LAKE,46,2020-08-21
31,JACKSON,11,2020-08-21
32,INDIAN RIVER,14,2020-08-21
33,HOLMES,3,2020-08-21
34,HILLSBOROUGH,238,2020-08-21
35,HIGHLANDS,36,2020-08-21
36,HERNANDO,33,2020-08-21
37,HENDRY,2,2020-08-21
38,HARDEE,0,2020-08-21
39,GULF,2,2020-08-21
40,GADSDEN,114,2020-08-21
41,FRANKLIN,0,2020-08-21
42,FLAGLER,12,2020-08-21
43,ESCAMBIA,123,2020-08-21
44,DUVAL,289,2020-08-21
45,DESOTO,1,2020-08-21
46,COLUMBIA,16,2020-08-21
47,COLLIER,65,2020-08-21
48,CLAY,63,2020-08-21
49,CITRUS,32,2020-08-21
50,CHARLOTTE,46,2020-08-21
51,CALHOUN,0,2020-08-21
52,BROWARD,664,2020-08-21
53,BREVARD,116,2020-08-21
54,BRADFORD,0,2020-08-21
55,BAY,70,2020-08-21
56,BAKER,0,2020-08-21
57,ALACHUA,120,2020-08-21
