,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-22
1,WALTON,7,2020-10-22
2,VOLUSIA,51,2020-10-22
3,UNION,13,2020-10-22
4,TAYLOR,0,2020-10-22
5,SUWANNEE,0,2020-10-22
6,SUMTER,10,2020-10-22
7,ST. LUCIE,46,2020-10-22
8,ST. JOHNS,6,2020-10-22
9,SEMINOLE,29,2020-10-22
10,SARASOTA,42,2020-10-22
11,SANTA ROSA,1,2020-10-22
12,PUTNAM,5,2020-10-22
13,POLK,80,2020-10-22
14,PINELLAS,116,2020-10-22
15,PASCO,37,2020-10-22
16,PALM BEACH,114,2020-10-22
17,OSCEOLA,84,2020-10-22
18,ORANGE,116,2020-10-22
19,OKEECHOBEE,3,2020-10-22
20,OKALOOSA,26,2020-10-22
21,NASSAU,3,2020-10-22
22,MONROE,4,2020-10-22
23,MIAMI-DADE,275,2020-10-22
24,MARTIN,5,2020-10-22
25,MARION,27,2020-10-22
26,MANATEE,24,2020-10-22
27,MADISON,0,2020-10-22
28,LEON,41,2020-10-22
29,LEE,60,2020-10-22
30,LAKE,31,2020-10-22
31,JACKSON,7,2020-10-22
32,INDIAN RIVER,10,2020-10-22
33,HOLMES,1,2020-10-22
34,HILLSBOROUGH,139,2020-10-22
35,HIGHLANDS,19,2020-10-22
36,HERNANDO,28,2020-10-22
37,HENDRY,3,2020-10-22
38,HARDEE,0,2020-10-22
39,GULF,0,2020-10-22
40,GADSDEN,4,2020-10-22
41,FRANKLIN,0,2020-10-22
42,FLAGLER,5,2020-10-22
43,ESCAMBIA,42,2020-10-22
44,DUVAL,102,2020-10-22
45,DESOTO,0,2020-10-22
46,COLUMBIA,21,2020-10-22
47,COLLIER,24,2020-10-22
48,CLAY,35,2020-10-22
49,CITRUS,19,2020-10-22
50,CHARLOTTE,28,2020-10-22
51,CALHOUN,0,2020-10-22
52,BROWARD,185,2020-10-22
53,BREVARD,61,2020-10-22
54,BRADFORD,0,2020-10-22
55,BAY,24,2020-10-22
56,BAKER,0,2020-10-22
57,ALACHUA,55,2020-10-22
