,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-12-20
1,WALTON,13,2020-12-20
2,VOLUSIA,101,2020-12-20
3,UNION,0,2020-12-20
4,TAYLOR,0,2020-12-20
5,SUWANNEE,0,2020-12-20
6,SUMTER,43,2020-12-20
7,ST. LUCIE,100,2020-12-20
8,ST. JOHNS,26,2020-12-20
9,SEMINOLE,78,2020-12-20
10,SARASOTA,116,2020-12-20
11,SANTA ROSA,19,2020-12-20
12,PUTNAM,17,2020-12-20
13,POLK,174,2020-12-20
14,PINELLAS,240,2020-12-20
15,PASCO,152,2020-12-20
16,PALM BEACH,291,2020-12-20
17,OSCEOLA,121,2020-12-20
18,ORANGE,290,2020-12-20
19,OKEECHOBEE,7,2020-12-20
20,OKALOOSA,45,2020-12-20
21,NASSAU,9,2020-12-20
22,MONROE,6,2020-12-20
23,MIAMI-DADE,957,2020-12-20
24,MARTIN,28,2020-12-20
25,MARION,92,2020-12-20
26,MANATEE,61,2020-12-20
27,MADISON,0,2020-12-20
28,LEON,69,2020-12-20
29,LEE,109,2020-12-20
30,LAKE,92,2020-12-20
31,JACKSON,11,2020-12-20
32,INDIAN RIVER,16,2020-12-20
33,HOLMES,5,2020-12-20
34,HILLSBOROUGH,326,2020-12-20
35,HIGHLANDS,57,2020-12-20
36,HERNANDO,68,2020-12-20
37,HENDRY,4,2020-12-20
38,HARDEE,0,2020-12-20
39,GULF,1,2020-12-20
40,GADSDEN,0,2020-12-20
41,FRANKLIN,0,2020-12-20
42,FLAGLER,11,2020-12-20
43,ESCAMBIA,124,2020-12-20
44,DUVAL,283,2020-12-20
45,DESOTO,4,2020-12-20
46,COLUMBIA,17,2020-12-20
47,COLLIER,76,2020-12-20
48,CLAY,66,2020-12-20
49,CITRUS,40,2020-12-20
50,CHARLOTTE,89,2020-12-20
51,CALHOUN,0,2020-12-20
52,BROWARD,499,2020-12-20
53,BREVARD,83,2020-12-20
54,BRADFORD,0,2020-12-20
55,BAY,64,2020-12-20
56,BAKER,3,2020-12-20
57,ALACHUA,127,2020-12-20
