,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-07-20
1,WALTON,8,2020-07-20
2,VOLUSIA,152,2020-07-20
3,UNION,0,2020-07-20
4,TAYLOR,0,2020-07-20
5,SUWANNEE,0,2020-07-20
6,SUMTER,31,2020-07-20
7,ST. LUCIE,135,2020-07-20
8,ST. JOHNS,37,2020-07-20
9,SEMINOLE,189,2020-07-20
10,SARASOTA,155,2020-07-20
11,SANTA ROSA,22,2020-07-20
12,PUTNAM,16,2020-07-20
13,POLK,284,2020-07-20
14,PINELLAS,481,2020-07-20
15,PASCO,136,2020-07-20
16,PALM BEACH,624,2020-07-20
17,OSCEOLA,190,2020-07-20
18,ORANGE,605,2020-07-20
19,OKEECHOBEE,20,2020-07-20
20,OKALOOSA,42,2020-07-20
21,NASSAU,6,2020-07-20
22,MONROE,15,2020-07-20
23,MIAMI-DADE,2052,2020-07-20
24,MARTIN,45,2020-07-20
25,MARION,110,2020-07-20
26,MANATEE,109,2020-07-20
27,MADISON,1,2020-07-20
28,LEON,81,2020-07-20
29,LEE,295,2020-07-20
30,LAKE,126,2020-07-20
31,JACKSON,28,2020-07-20
32,INDIAN RIVER,21,2020-07-20
33,HOLMES,1,2020-07-20
34,HILLSBOROUGH,563,2020-07-20
35,HIGHLANDS,63,2020-07-20
36,HERNANDO,84,2020-07-20
37,HENDRY,9,2020-07-20
38,HARDEE,0,2020-07-20
39,GULF,0,2020-07-20
40,GADSDEN,8,2020-07-20
41,FRANKLIN,0,2020-07-20
42,FLAGLER,21,2020-07-20
43,ESCAMBIA,207,2020-07-20
44,DUVAL,532,2020-07-20
45,DESOTO,3,2020-07-20
46,COLUMBIA,30,2020-07-20
47,COLLIER,177,2020-07-20
48,CLAY,82,2020-07-20
49,CITRUS,24,2020-07-20
50,CHARLOTTE,49,2020-07-20
51,CALHOUN,0,2020-07-20
52,BROWARD,1261,2020-07-20
53,BREVARD,130,2020-07-20
54,BRADFORD,0,2020-07-20
55,BAY,94,2020-07-20
56,BAKER,33,2020-07-20
57,ALACHUA,123,2020-07-20
