,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-08-14
1,WALTON,9,2020-08-14
2,VOLUSIA,123,2020-08-14
3,UNION,0,2020-08-14
4,TAYLOR,1,2020-08-14
5,SUWANNEE,0,2020-08-14
6,SUMTER,18,2020-08-14
7,ST. LUCIE,112,2020-08-14
8,ST. JOHNS,28,2020-08-14
9,SEMINOLE,91,2020-08-14
10,SARASOTA,77,2020-08-14
11,SANTA ROSA,18,2020-08-14
12,PUTNAM,9,2020-08-14
13,POLK,225,2020-08-14
14,PINELLAS,248,2020-08-14
15,PASCO,73,2020-08-14
16,PALM BEACH,384,2020-08-14
17,OSCEOLA,110,2020-08-14
18,ORANGE,288,2020-08-14
19,OKEECHOBEE,11,2020-08-14
20,OKALOOSA,47,2020-08-14
21,NASSAU,4,2020-08-14
22,MONROE,8,2020-08-14
23,MIAMI-DADE,1282,2020-08-14
24,MARTIN,22,2020-08-14
25,MARION,108,2020-08-14
26,MANATEE,74,2020-08-14
27,MADISON,0,2020-08-14
28,LEON,81,2020-08-14
29,LEE,172,2020-08-14
30,LAKE,77,2020-08-14
31,JACKSON,17,2020-08-14
32,INDIAN RIVER,24,2020-08-14
33,HOLMES,2,2020-08-14
34,HILLSBOROUGH,320,2020-08-14
35,HIGHLANDS,49,2020-08-14
36,HERNANDO,49,2020-08-14
37,HENDRY,7,2020-08-14
38,HARDEE,0,2020-08-14
39,GULF,4,2020-08-14
40,GADSDEN,126,2020-08-14
41,FRANKLIN,0,2020-08-14
42,FLAGLER,15,2020-08-14
43,ESCAMBIA,163,2020-08-14
44,DUVAL,342,2020-08-14
45,DESOTO,3,2020-08-14
46,COLUMBIA,35,2020-08-14
47,COLLIER,117,2020-08-14
48,CLAY,59,2020-08-14
49,CITRUS,26,2020-08-14
50,CHARLOTTE,37,2020-08-14
51,CALHOUN,1,2020-08-14
52,BROWARD,867,2020-08-14
53,BREVARD,112,2020-08-14
54,BRADFORD,0,2020-08-14
55,BAY,70,2020-08-14
56,BAKER,4,2020-08-14
57,ALACHUA,124,2020-08-14
