,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-10-09
1,WALTON,6,2020-10-09
2,VOLUSIA,67,2020-10-09
3,UNION,17,2020-10-09
4,TAYLOR,0,2020-10-09
5,SUWANNEE,0,2020-10-09
6,SUMTER,22,2020-10-09
7,ST. LUCIE,47,2020-10-09
8,ST. JOHNS,11,2020-10-09
9,SEMINOLE,23,2020-10-09
10,SARASOTA,28,2020-10-09
11,SANTA ROSA,4,2020-10-09
12,PUTNAM,4,2020-10-09
13,POLK,81,2020-10-09
14,PINELLAS,113,2020-10-09
15,PASCO,45,2020-10-09
16,PALM BEACH,108,2020-10-09
17,OSCEOLA,69,2020-10-09
18,ORANGE,150,2020-10-09
19,OKEECHOBEE,14,2020-10-09
20,OKALOOSA,16,2020-10-09
21,NASSAU,2,2020-10-09
22,MONROE,3,2020-10-09
23,MIAMI-DADE,257,2020-10-09
24,MARTIN,10,2020-10-09
25,MARION,25,2020-10-09
26,MANATEE,30,2020-10-09
27,MADISON,0,2020-10-09
28,LEON,41,2020-10-09
29,LEE,27,2020-10-09
30,LAKE,49,2020-10-09
31,JACKSON,10,2020-10-09
32,INDIAN RIVER,10,2020-10-09
33,HOLMES,1,2020-10-09
34,HILLSBOROUGH,171,2020-10-09
35,HIGHLANDS,24,2020-10-09
36,HERNANDO,23,2020-10-09
37,HENDRY,3,2020-10-09
38,HARDEE,0,2020-10-09
39,GULF,0,2020-10-09
40,GADSDEN,12,2020-10-09
41,FRANKLIN,0,2020-10-09
42,FLAGLER,7,2020-10-09
43,ESCAMBIA,38,2020-10-09
44,DUVAL,115,2020-10-09
45,DESOTO,2,2020-10-09
46,COLUMBIA,15,2020-10-09
47,COLLIER,28,2020-10-09
48,CLAY,35,2020-10-09
49,CITRUS,9,2020-10-09
50,CHARLOTTE,18,2020-10-09
51,CALHOUN,0,2020-10-09
52,BROWARD,211,2020-10-09
53,BREVARD,76,2020-10-09
54,BRADFORD,0,2020-10-09
55,BAY,14,2020-10-09
56,BAKER,3,2020-10-09
57,ALACHUA,47,2020-10-09
