,County,COVID Hospitalizations,Date
0,WASHINGTON,11,2020-12-28
1,WALTON,17,2020-12-28
2,VOLUSIA,97,2020-12-28
3,UNION,1,2020-12-28
4,TAYLOR,0,2020-12-28
5,SUWANNEE,0,2020-12-28
6,SUMTER,53,2020-12-28
7,ST. LUCIE,110,2020-12-28
8,ST. JOHNS,31,2020-12-28
9,SEMINOLE,91,2020-12-28
10,SARASOTA,131,2020-12-28
11,SANTA ROSA,35,2020-12-28
12,PUTNAM,20,2020-12-28
13,POLK,201,2020-12-28
14,PINELLAS,312,2020-12-28
15,PASCO,160,2020-12-28
16,PALM BEACH,333,2020-12-28
17,OSCEOLA,135,2020-12-28
18,ORANGE,313,2020-12-28
19,OKEECHOBEE,6,2020-12-28
20,OKALOOSA,45,2020-12-28
21,NASSAU,15,2020-12-28
22,MONROE,2,2020-12-28
23,MIAMI-DADE,1017,2020-12-28
24,MARTIN,39,2020-12-28
25,MARION,100,2020-12-28
26,MANATEE,85,2020-12-28
27,MADISON,2,2020-12-28
28,LEON,88,2020-12-28
29,LEE,127,2020-12-28
30,LAKE,142,2020-12-28
31,JACKSON,8,2020-12-28
32,INDIAN RIVER,44,2020-12-28
33,HOLMES,3,2020-12-28
34,HILLSBOROUGH,384,2020-12-28
35,HIGHLANDS,49,2020-12-28
36,HERNANDO,77,2020-12-28
37,HENDRY,5,2020-12-28
38,HARDEE,1,2020-12-28
39,GULF,3,2020-12-28
40,GADSDEN,0,2020-12-28
41,FRANKLIN,0,2020-12-28
42,FLAGLER,16,2020-12-28
43,ESCAMBIA,149,2020-12-28
44,DUVAL,378,2020-12-28
45,DESOTO,5,2020-12-28
46,COLUMBIA,29,2020-12-28
47,COLLIER,77,2020-12-28
48,CLAY,90,2020-12-28
49,CITRUS,40,2020-12-28
50,CHARLOTTE,114,2020-12-28
51,CALHOUN,0,2020-12-28
52,BROWARD,561,2020-12-28
53,BREVARD,99,2020-12-28
54,BRADFORD,0,2020-12-28
55,BAY,89,2020-12-28
56,BAKER,0,2020-12-28
57,ALACHUA,169,2020-12-28
