,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-24
1,WALTON,8,2020-10-24
2,VOLUSIA,58,2020-10-24
3,UNION,11,2020-10-24
4,TAYLOR,0,2020-10-24
5,SUWANNEE,0,2020-10-24
6,SUMTER,10,2020-10-24
7,ST. LUCIE,42,2020-10-24
8,ST. JOHNS,4,2020-10-24
9,SEMINOLE,39,2020-10-24
10,SARASOTA,39,2020-10-24
11,SANTA ROSA,9,2020-10-24
12,PUTNAM,3,2020-10-24
13,POLK,82,2020-10-24
14,PINELLAS,122,2020-10-24
15,PASCO,39,2020-10-24
16,PALM BEACH,128,2020-10-24
17,OSCEOLA,71,2020-10-24
18,ORANGE,137,2020-10-24
19,OKEECHOBEE,1,2020-10-24
20,OKALOOSA,31,2020-10-24
21,NASSAU,2,2020-10-24
22,MONROE,5,2020-10-24
23,MIAMI-DADE,287,2020-10-24
24,MARTIN,8,2020-10-24
25,MARION,34,2020-10-24
26,MANATEE,31,2020-10-24
27,MADISON,0,2020-10-24
28,LEON,39,2020-10-24
29,LEE,60,2020-10-24
30,LAKE,40,2020-10-24
31,JACKSON,8,2020-10-24
32,INDIAN RIVER,11,2020-10-24
33,HOLMES,3,2020-10-24
34,HILLSBOROUGH,145,2020-10-24
35,HIGHLANDS,17,2020-10-24
36,HERNANDO,28,2020-10-24
37,HENDRY,4,2020-10-24
38,HARDEE,0,2020-10-24
39,GULF,0,2020-10-24
40,GADSDEN,4,2020-10-24
41,FRANKLIN,1,2020-10-24
42,FLAGLER,5,2020-10-24
43,ESCAMBIA,38,2020-10-24
44,DUVAL,112,2020-10-24
45,DESOTO,0,2020-10-24
46,COLUMBIA,18,2020-10-24
47,COLLIER,24,2020-10-24
48,CLAY,29,2020-10-24
49,CITRUS,16,2020-10-24
50,CHARLOTTE,31,2020-10-24
51,CALHOUN,0,2020-10-24
52,BROWARD,202,2020-10-24
53,BREVARD,62,2020-10-24
54,BRADFORD,0,2020-10-24
55,BAY,14,2020-10-24
56,BAKER,0,2020-10-24
57,ALACHUA,48,2020-10-24
