,County,COVID Hospitalizations,Date
0,WASHINGTON,10,2020-12-26
1,WALTON,18,2020-12-26
2,VOLUSIA,81,2020-12-26
3,UNION,1,2020-12-26
4,TAYLOR,0,2020-12-26
5,SUWANNEE,0,2020-12-26
6,SUMTER,50,2020-12-26
7,ST. LUCIE,102,2020-12-26
8,ST. JOHNS,25,2020-12-26
9,SEMINOLE,95,2020-12-26
10,SARASOTA,123,2020-12-26
11,SANTA ROSA,32,2020-12-26
12,PUTNAM,16,2020-12-26
13,POLK,186,2020-12-26
14,PINELLAS,275,2020-12-26
15,PASCO,158,2020-12-26
16,PALM BEACH,295,2020-12-26
17,OSCEOLA,112,2020-12-26
18,ORANGE,289,2020-12-26
19,OKEECHOBEE,8,2020-12-26
20,OKALOOSA,44,2020-12-26
21,NASSAU,13,2020-12-26
22,MONROE,2,2020-12-26
23,MIAMI-DADE,971,2020-12-26
24,MARTIN,34,2020-12-26
25,MARION,96,2020-12-26
26,MANATEE,70,2020-12-26
27,MADISON,0,2020-12-26
28,LEON,73,2020-12-26
29,LEE,118,2020-12-26
30,LAKE,137,2020-12-26
31,JACKSON,7,2020-12-26
32,INDIAN RIVER,35,2020-12-26
33,HOLMES,2,2020-12-26
34,HILLSBOROUGH,371,2020-12-26
35,HIGHLANDS,45,2020-12-26
36,HERNANDO,54,2020-12-26
37,HENDRY,4,2020-12-26
38,HARDEE,1,2020-12-26
39,GULF,1,2020-12-26
40,GADSDEN,0,2020-12-26
41,FRANKLIN,0,2020-12-26
42,FLAGLER,12,2020-12-26
43,ESCAMBIA,125,2020-12-26
44,DUVAL,343,2020-12-26
45,DESOTO,7,2020-12-26
46,COLUMBIA,26,2020-12-26
47,COLLIER,68,2020-12-26
48,CLAY,88,2020-12-26
49,CITRUS,37,2020-12-26
50,CHARLOTTE,100,2020-12-26
51,CALHOUN,0,2020-12-26
52,BROWARD,545,2020-12-26
53,BREVARD,86,2020-12-26
54,BRADFORD,0,2020-12-26
55,BAY,88,2020-12-26
56,BAKER,1,2020-12-26
57,ALACHUA,158,2020-12-26
