,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-10-06
1,WALTON,5,2020-10-06
2,VOLUSIA,59,2020-10-06
3,UNION,15,2020-10-06
4,TAYLOR,0,2020-10-06
5,SUWANNEE,0,2020-10-06
6,SUMTER,16,2020-10-06
7,ST. LUCIE,49,2020-10-06
8,ST. JOHNS,16,2020-10-06
9,SEMINOLE,24,2020-10-06
10,SARASOTA,29,2020-10-06
11,SANTA ROSA,5,2020-10-06
12,PUTNAM,7,2020-10-06
13,POLK,83,2020-10-06
14,PINELLAS,109,2020-10-06
15,PASCO,54,2020-10-06
16,PALM BEACH,96,2020-10-06
17,OSCEOLA,74,2020-10-06
18,ORANGE,140,2020-10-06
19,OKEECHOBEE,12,2020-10-06
20,OKALOOSA,17,2020-10-06
21,NASSAU,1,2020-10-06
22,MONROE,2,2020-10-06
23,MIAMI-DADE,281,2020-10-06
24,MARTIN,15,2020-10-06
25,MARION,26,2020-10-06
26,MANATEE,30,2020-10-06
27,MADISON,0,2020-10-06
28,LEON,38,2020-10-06
29,LEE,26,2020-10-06
30,LAKE,43,2020-10-06
31,JACKSON,9,2020-10-06
32,INDIAN RIVER,13,2020-10-06
33,HOLMES,1,2020-10-06
34,HILLSBOROUGH,160,2020-10-06
35,HIGHLANDS,14,2020-10-06
36,HERNANDO,13,2020-10-06
37,HENDRY,2,2020-10-06
38,HARDEE,0,2020-10-06
39,GULF,0,2020-10-06
40,GADSDEN,13,2020-10-06
41,FRANKLIN,0,2020-10-06
42,FLAGLER,8,2020-10-06
43,ESCAMBIA,40,2020-10-06
44,DUVAL,129,2020-10-06
45,DESOTO,2,2020-10-06
46,COLUMBIA,12,2020-10-06
47,COLLIER,28,2020-10-06
48,CLAY,30,2020-10-06
49,CITRUS,13,2020-10-06
50,CHARLOTTE,20,2020-10-06
51,CALHOUN,0,2020-10-06
52,BROWARD,217,2020-10-06
53,BREVARD,77,2020-10-06
54,BRADFORD,0,2020-10-06
55,BAY,23,2020-10-06
56,BAKER,4,2020-10-06
57,ALACHUA,49,2020-10-06
