,County,COVID Hospitalizations,Date
0,ALACHUA,135,2020-08-03
1,BAKER,24,2020-08-03
2,BAY,87,2020-08-03
3,BRADFORD,0,2020-08-03
4,BREVARD,110,2020-08-03
5,BROWARD,1123,2020-08-03
6,CALHOUN,3,2020-08-03
7,CHARLOTTE,47,2020-08-03
8,CITRUS,19,2020-08-03
9,CLAY,77,2020-08-03
10,COLLIER,112,2020-08-03
11,COLUMBIA,24,2020-08-03
12,DESOTO,5,2020-08-03
13,DUVAL,438,2020-08-03
14,ESCAMBIA,183,2020-08-03
15,FLAGLER,17,2020-08-03
16,FRANKLIN,0,2020-08-03
17,GADSDEN,70,2020-08-03
18,GULF,6,2020-08-03
19,HARDEE,0,2020-08-03
20,HENDRY,9,2020-08-03
21,HERNANDO,61,2020-08-03
22,HIGHLANDS,60,2020-08-03
23,HILLSBOROUGH,451,2020-08-03
24,HOLMES,1,2020-08-03
25,INDIAN RIVER,25,2020-08-03
26,JACKSON,19,2020-08-03
27,LAKE,104,2020-08-03
28,LEE,214,2020-08-03
29,LEON,79,2020-08-03
30,MADISON,0,2020-08-03
31,MANATEE,101,2020-08-03
32,MARION,123,2020-08-03
33,MARTIN,30,2020-08-03
34,MIAMI-DADE,1655,2020-08-03
35,MONROE,14,2020-08-03
36,NASSAU,1,2020-08-03
37,OKALOOSA,46,2020-08-03
38,OKEECHOBEE,12,2020-08-03
39,ORANGE,432,2020-08-03
40,OSCEOLA,152,2020-08-03
41,PALM BEACH,526,2020-08-03
42,PASCO,94,2020-08-03
43,PINELLAS,320,2020-08-03
44,POLK,267,2020-08-03
45,PUTNAM,5,2020-08-03
46,SANTA ROSA,31,2020-08-03
47,SARASOTA,104,2020-08-03
48,SEMINOLE,133,2020-08-03
49,ST. JOHNS,29,2020-08-03
50,ST. LUCIE,165,2020-08-03
51,SUMTER,34,2020-08-03
52,SUWANNEE,0,2020-08-03
53,TAYLOR,0,2020-08-03
54,UNION,0,2020-08-03
55,VOLUSIA,140,2020-08-03
56,WALTON,13,2020-08-03
57,WASHINGTON,7,2020-08-03
58,Grand Total,7937,2020-08-03
