,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-12-12
1,WALTON,8,2020-12-12
2,VOLUSIA,78,2020-12-12
3,UNION,0,2020-12-12
4,TAYLOR,0,2020-12-12
5,SUWANNEE,0,2020-12-12
6,SUMTER,27,2020-12-12
7,ST. LUCIE,57,2020-12-12
8,ST. JOHNS,18,2020-12-12
9,SEMINOLE,66,2020-12-12
10,SARASOTA,110,2020-12-12
11,SANTA ROSA,15,2020-12-12
12,PUTNAM,15,2020-12-12
13,POLK,136,2020-12-12
14,PINELLAS,198,2020-12-12
15,PASCO,130,2020-12-12
16,PALM BEACH,278,2020-12-12
17,OSCEOLA,106,2020-12-12
18,ORANGE,217,2020-12-12
19,OKEECHOBEE,7,2020-12-12
20,OKALOOSA,50,2020-12-12
21,NASSAU,8,2020-12-12
22,MONROE,6,2020-12-12
23,MIAMI-DADE,800,2020-12-12
24,MARTIN,31,2020-12-12
25,MARION,54,2020-12-12
26,MANATEE,54,2020-12-12
27,MADISON,1,2020-12-12
28,LEON,44,2020-12-12
29,LEE,121,2020-12-12
30,LAKE,90,2020-12-12
31,JACKSON,19,2020-12-12
32,INDIAN RIVER,18,2020-12-12
33,HOLMES,4,2020-12-12
34,HILLSBOROUGH,245,2020-12-12
35,HIGHLANDS,49,2020-12-12
36,HERNANDO,49,2020-12-12
37,HENDRY,0,2020-12-12
38,HARDEE,0,2020-12-12
39,GULF,0,2020-12-12
40,GADSDEN,0,2020-12-12
41,FRANKLIN,0,2020-12-12
42,FLAGLER,6,2020-12-12
43,ESCAMBIA,114,2020-12-12
44,DUVAL,239,2020-12-12
45,DESOTO,5,2020-12-12
46,COLUMBIA,24,2020-12-12
47,COLLIER,97,2020-12-12
48,CLAY,55,2020-12-12
49,CITRUS,49,2020-12-12
50,CHARLOTTE,87,2020-12-12
51,CALHOUN,1,2020-12-12
52,BROWARD,457,2020-12-12
53,BREVARD,79,2020-12-12
54,BRADFORD,0,2020-12-12
55,BAY,51,2020-12-12
56,BAKER,7,2020-12-12
57,ALACHUA,123,2020-12-12
