,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-12-11
1,WALTON,8,2020-12-11
2,VOLUSIA,105,2020-12-11
3,UNION,0,2020-12-11
4,TAYLOR,0,2020-12-11
5,SUWANNEE,0,2020-12-11
6,SUMTER,27,2020-12-11
7,ST. LUCIE,59,2020-12-11
8,ST. JOHNS,17,2020-12-11
9,SEMINOLE,65,2020-12-11
10,SARASOTA,103,2020-12-11
11,SANTA ROSA,15,2020-12-11
12,PUTNAM,15,2020-12-11
13,POLK,154,2020-12-11
14,PINELLAS,230,2020-12-11
15,PASCO,142,2020-12-11
16,PALM BEACH,277,2020-12-11
17,OSCEOLA,100,2020-12-11
18,ORANGE,222,2020-12-11
19,OKEECHOBEE,5,2020-12-11
20,OKALOOSA,49,2020-12-11
21,NASSAU,8,2020-12-11
22,MONROE,6,2020-12-11
23,MIAMI-DADE,812,2020-12-11
24,MARTIN,26,2020-12-11
25,MARION,61,2020-12-11
26,MANATEE,57,2020-12-11
27,MADISON,1,2020-12-11
28,LEON,49,2020-12-11
29,LEE,129,2020-12-11
30,LAKE,93,2020-12-11
31,JACKSON,18,2020-12-11
32,INDIAN RIVER,16,2020-12-11
33,HOLMES,3,2020-12-11
34,HILLSBOROUGH,269,2020-12-11
35,HIGHLANDS,53,2020-12-11
36,HERNANDO,53,2020-12-11
37,HENDRY,0,2020-12-11
38,HARDEE,0,2020-12-11
39,GULF,0,2020-12-11
40,GADSDEN,0,2020-12-11
41,FRANKLIN,0,2020-12-11
42,FLAGLER,8,2020-12-11
43,ESCAMBIA,120,2020-12-11
44,DUVAL,242,2020-12-11
45,DESOTO,6,2020-12-11
46,COLUMBIA,21,2020-12-11
47,COLLIER,100,2020-12-11
48,CLAY,61,2020-12-11
49,CITRUS,52,2020-12-11
50,CHARLOTTE,78,2020-12-11
51,CALHOUN,1,2020-12-11
52,BROWARD,430,2020-12-11
53,BREVARD,80,2020-12-11
54,BRADFORD,0,2020-12-11
55,BAY,57,2020-12-11
56,BAKER,7,2020-12-11
57,ALACHUA,108,2020-12-11
